name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Eigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"witterungsbeständig, winterfest",,,
Lieferumfang,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,Bedienungsanleitung,,,
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Zugkraft maximal,Produktdetails,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Länge,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Hinweis Maßangaben,Maße & Gewicht,STRING,False,PRODUCT_DETAILS,HIGH,,Alle Angaben sind ca.-Maße.,,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Länge Seil,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Belastbarkeit maximal,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,"500 kg, 12 m, 300 kg, 18 m, 999 kg, 18 m, 250 kg, 12 m",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Umlenkrolle, automatische Bremse, Sicherheitsbügel, Handkurbel, Tragegriff",,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,HIGH,,,,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Aluminium, Kunststoff, Stahl, Polyvinylchlorid (PVC), Silikon",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"silberfarben, schwarz, weiß, rot, grau",,,
Kabellänge,Stromversorgung,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Spannung,Stromversorgung,STRING,True,"NAVIGATION, PRODUCT_DETAILS",LOW,,"12, 110, 220-240, 230",,"110, 12, 220-240, 230",
Aufbauhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Einfache Selbstmontage mit Aufbauanleitung, fertig montiert, teilmontiert",,,
Art Befestigung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Sicherheitsbügel, Öse, Gewinde, Haken",,,
Geeignet für,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Aufstellbecken, Festmontage oder für Montage an der Anhängerkupplung mit Hilfe der Adapterplatte, Festmontage oder Montage an der Anhängerkupplung mit Adapterplatte",,,
Wohnraum,Allgemein,STRING,True,,LOW,,"Werkstatt, Garten, Außenbereich",,,
Antriebsart,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Strom, manuell",,,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,MEDIUM,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,MEDIUM,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
