name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",HIGH,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,HIGH,,"mit Mast, Gabel, Leinenset, Segeltasche",,,
Set-Typ,Produktdetails,STRING,False,TITLE,HIGH,,"Set, Packung, Spar-Set",,,
Breite Segel,Maße & Gewicht,INTEGER,True,PRODUCT_DETAILS,HIGH,,,,,
Länge Segel,Maße & Gewicht,INTEGER,True,PRODUCT_DETAILS,HIGH,,,,,
Ausgabegröße,Produktdetails,STRING,False,VARIATION_THEME,HIGH,,"6, 6,5",,,
Serie,Serie,STRING,False,,LOW,,,,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,,,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"weiß, hellblau, zyklam, edelstahlfarben, ziegelrot",,,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
