name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Art Lautsprecher,Eigenschaften,STRING,False,PRODUCT_DETAILS,LOW,,"Stereo-Lautsprecher, Mono-Lautsprecher",,,
Bluetooth-Version,Netzwerk- und Verbindungsarten,STRING,False,PRODUCT_DETAILS,LOW,,"2.1, 3.0, 4.1, 5.0, 2.0",,,
CE-Kennzeichnung am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über eine CE-Kennzeichnung, Produkt verfügt nicht über eine CE-Kennzeichnung",,,
Dauer Vollladung,Stromversorgung,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Sensoren,Eigenschaften,STRING,True,PRODUCT_DETAILS,LOW,,"Bewegungssensor, Beschleunigungssensor, Gyrosensor, 6-Achsen-Bewegungssensor, Mikrofon",,,
Serie,Serie,STRING,False,,LOW,,"Series X S, PS 5",,,
Set-Info,Artikelbezeichnung,STRING,False,,LOW,,inkl. Ladegerät für 4 Nintendo Switch™ Joy-Con Controller,,,
Warnhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"ACHTUNG! Enthält Weizen. Nicht zum Verzehr geeignet!, Achtung! Neodym-Magnete sind kein Spielzeug! Nicht für Kinder unter 14 Jahren geeignet, Achtung! Nicht für Kinder unter 36 Monaten geeignet. Erstickungsgefahr aufgrund verschluckbarer Kleinteile., Achtung! Enthält Duftstoffe, die Allergien auslösen können., Achtung! Benutzung unter unmittelbarer Aufsicht von Erwachsenen.",,,
Anzahl Batterien,Stromversorgung,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"exkl. bei OTTO, SOFTWARE PYRAMIDE, für PS4, 2 AA-Batterien, inkl. SmartGrip",,,
Anzahl Akkus,Stromversorgung,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Relevanz Batteriegesetz,Product Compliance,STRING,False,,LOW,,"Produkt fällt unter das Batteriegesetz, Produkt fällt nicht unter das Batteriegesetz",,,
Batterie-/Akku-Technologie,Stromversorgung,STRING,True,PRODUCT_DETAILS,LOW,,"Lithium-Ionen (Li-Ion), Lithium-Polymer (LiPo), AA, 1,5-V-Mignon (LR6/AA), 9-V-Block (6LR61/1604D)",,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Prüfzusammenfassung Lithiumbatterien,Product Compliance,STRING,False,,LOW,,"Prüfzusammenfassung gemäß Absatz 38.3.5 des UN-Handbuches ist vorhanden., Prüfzusammenfassung gemäß Absatz 38.3.5 des UN-Handbuches ist nicht vorhanden.",,,
Funktionen,Eigenschaften,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Vibration, Leuchtleiste, LED-Beleuchtung, Lichtleiste, Haptisches Feedback",,,
Akkulaufzeit Betrieb,Stromversorgung,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Lieferzustand Batterien / Akkus,Product Compliance,STRING,False,,LOW,,"Akku im Produkt eingebaut, Akku beigelegt, Batterie im Produkt eingebaut, Batterie beigelegt, Akku/s bei Lieferung geladen",,,
UN-Nummer,Product Compliance,STRING,False,,LOW,,"UN 3481 Lithium-Ionen-Batterien in Ausrüstungen, UN 3481 Lithium-Ionen-Batterien, mit Ausrüstungen verpackt, UN 3082 Umweltgefährdender Stoff, flüssig, N.A.G., UN 3077 Umweltgefährdender Stoff, fest, N.A.G., UN 1993 Entzündbarer flüssiger Stoff, N.A.G.",,,
Lademethode,Stromversorgung,STRING,False,PRODUCT_DETAILS,LOW,,"Ladegerät, USB, Ladestation, 2 austauschbare kurze Ministick-Module, Induktion",,,
Bedienelemente,Eigenschaften,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Tasten, Stick, Pedalen, Touchpad, Lenkrad",,,
