name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Art Griffe,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"Soft-Touch-Griff, Easy-Griff",,,
Gesamtlänge Kochlöffel,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Pfannenwender,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Schaumlöffel,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Schöpflöffel,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Servierlöffel,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Länge Griff Salatbesteck,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie Technischer Name,Serie,STRING,False,,LOW,,MS#013877 CS Koch-Systeme,,,
Material Griffe,Material,STRING,True,PRODUCT_DETAILS,LOW,,"Kunststoff, Edelstahl 18/10, ABS, Edelstahl, Natur-Granit",,,
Materialeigenschaften,Material,STRING,True,PRODUCT_DETAILS,LOW,,"rostfrei, lebensmittelecht, fruchtsäurebeständig, hitzebeständig, kratzfest",,,
Länge Griff Seihlöffel,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Länge Küchenleiste,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Spaghettilöffel,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Schaber,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Suppenkelle,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Schneebesen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,"cook it, Premium, Rose, Nina, Tuva",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,MEDIUM,,"Set, Packung, Spar-Set",,,
Set-Bestandteile,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"1 x Salatbesteck, 1 x Pfannenwender, 1 x Spaghettilöffel, 1 x Kochlöffel, 1 x Schaumlöffel",,,
Material,Material,STRING,False,"VARIATION_THEME, TOPINFO, FILTER, PRODUCT_DETAILS",HIGH,,"Edelstahl 18/10, Olivenholz, Kunststoff, Silikon, Holz",,,
Farbe,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"holzfarben, edelstahlfarben, schwarz, rot, silberfarben",,,
Gesamtlänge Salatbesteck,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME, FILTER, NAVIGATION, SEARCH",HIGH,,,,"12, 1, 13, 2, 6, 18, 7, 19",
Set-Info,Artikelbezeichnung,STRING,True,TITLE,LOW,,"1 Salatlöffel, 1 Salatgabel, 2 Salatlöffel, Salatlöffel, Salatgabel",,,
Hitzebeständigkeit,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"bis 260C°, bis 180°C, bis 200°C, bis 220°C, bis 250°C",,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,HIGH,,"spülmaschinengeeignet, Handwäsche, spülmaschinenfest",,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,MEDIUM,,"Edelstahl 18/10, Edelstahl 18/10, 2-teilig, Küchenhelfer-Set, aus Bambus, aus Silikon",,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
