name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Produktdetails,STRING,False,,LOW,,,,,
Lieferumfang,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Aufbauanleitung, Montagezubehör",,,
Tierart,Hinweise,STRING,True,,LOW,,"Katzen, Hunde",,,
Höhe Durchgang,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Einbautiefe,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Breite Durchgang,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,HIGH,,"mit Mikrochiperkennung, 21x21 cm, BxTxH: 19,2x3x20 cm, in versch. Farben, Microchip Katzenklappe, für Insektenschutz-Türen, 20x25 cm, Mikrochip",,,
Farbe,Farbe,STRING,False,"VARIATION_THEME, TOPINFO",HIGH,,"weiß, braun, grau, schwarz, anthrazit",,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Funktionen Verschluss,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"betreten und verlassen, verschlossen, nur betreten, nur verlassen",,,
Tiefe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Art Verschluss,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"4-Wege-Verschluss, 2-Wege-Verschluss",,,
Art Stromversorgung,Stromversorgung,STRING,True,PRODUCT_DETAILS,LOW,,"Batteriebetrieb, Solarbetrieb, externes Netzteil, Akku (fest eingebaut), internes Netzteil",,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Kunststoff, Aluminium, Polypropylen, Eisen, Glas",,,
Grundfarbe,Farbe,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
