name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
CLP-Gefahrenpiktogramm,Product Compliance,STRING,True,,LOW,,"GHS02: Flamme, GHS07: Ausrufezeichen, GHS08: Gesundheitsgefahr, GHS06: Totenkopf mit gekreuzten Knochen, GHS03: Flamme über Kreis",,,
Effektive Kantenlänge,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,"Family Pack, Classic Edition, Airboard Strider, Special SUP",,,
Vorspannung,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"Flat, Rocker, Hybridcamber, Triple Base Technology, Hybridrocker",,,
Signalwort,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"GEFAHR, ACHTUNG",,,
CLP-Produktetikett,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über ein CLP-Produktetikett, Produkt benötigt keine CLP-Kennzeichnung auf dem Produktetikett, Produkt verfügt nicht über ein CLP-Produktetikett",,,
CLP-Sicherheitsdatenblatt,Product Compliance,STRING,False,,LOW,,"CLP-Sicherheitsdatenblatt wurde hochgeladen, CLP-Sicherheitsdatenblatt wurde nicht hochgeladen, CLP-Sicherheitsdatenblatt nicht erforderlich",,,
Sicherheitshinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"P301 + P310: BEI VERSCHLUCKEN: Sofort GIFTINFORMATIONSZENTRUM/ Arzt anrufen., P260: Staub/Rauch/Gas/Nebel/Dampf/Aerosol nicht einatmen., P331: KEIN Erbrechen herbeiführen., P271: Nur im Freien oder in gut belüfteten Räumen verwenden., P201: Vor Gebrauch besondere Anweisungen einholen.",,,
Gefahrenhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"H373: Kann die Organe schädigen bei längerer oder wiederholter Exposition. Vor Gebrauch stets Etikett und Produktinformation lesen., H336: Kann Schläfrigkeit und Benommenheit verursachen., H304: Kann bei Verschlucken und Eindringen in die Atemwege tödlich sein., EUH066: Wiederholter Kontakt kann zu spröder oder rissiger Haut führen., H361d: Kann vermutlich das Kind im Mutterleib schädigen.",,,
Beförderungskategorie Gefahrgut,Product Compliance,STRING,False,,LOW,,"3, 0, 1, 2, 4",,,
Länge Transporttasche,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Höhe Transporttasche,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Breite Transporttasche,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Volumen,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",MEDIUM,,,,,
Muster Deck,Farbe & Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"mehrfarbig, gemustert, Grafik, Druck, gestreift",,,
Empfohlener Luftdruck minimal,Hinweise,FLOAT,True,PRODUCT_DETAILS,MEDIUM,,,,,
Einsatzbereich,Produktdetails,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Allround, Touring, Race, Flatwater, River",,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,"mit Paddel, Pumpe und Transportrucksack, mit Pumpe und Transportrucksack, mit Paddel, Pumpe, Transportrucksack und Sitz, mit Paddel, Pumpe, Transportrucksack und Segel, mit Paddel",,,
