name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Motiv,Optik/Stil,STRING,False,"VARIATION_THEME, NAVIGATION, PRODUCT_DETAILS",LOW,,"Sternenhimmel, Stern, Blumen, Blume, Sterne",,Sternenhimmel,
Abhängung verstellbar bis,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Akkukapazität,Stromversorgung,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Anlässe,Allgemein,STRING,True,NAVIGATION,LOW,,"Weihnachten, Valentinstag, Muttertag, Vatertag, Ostern",,Weihnachten,
Funktionsweise,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Sensorgesteuert, Schritt 2 – Bridge an W-Lan Router anschließen, Schritt 3 – Philips Hue App herunterladen und diese ganz einfach mit der Bridge verbinden, Schritt 1 – Hue Produkt mit Strom verbinden, LED Leuchte für den Anschluss über ein Betriebsgerät an 230VAC",,,
Gewicht Batterien / Akkus,Product Compliance,FLOAT,False,,LOW,,,,,
System Lampen,Artikelbezeichnung,STRING,False,NAVIGATION,LOW,,"Seilsystem, Schienensystem",,Seilsystem,
Kompatible digitale Assistenzsysteme,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Alexa, Google Assistant, Siri, Cortana, Bixby",,,
Ladezeit Akku,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,10,,,
Besondere Merkmale,Artikelbezeichnung,STRING,True,TITLE,MEDIUM,,"Hängeleuchte, Hängelampe, Deckenlampe, LED Deckenlampe, LED Deckenleuchte, LED Deckenlampe, Pendelleuchte, Pendellampe",,,
Lieferzustand Batterien / Akkus,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"Keine Batterien beigelegt, Akku im Produkt eingebaut, Batterie beigelegt, Batterien beigelegt, Batterie im Produkt eingebaut",,,
Sprachsteuerung,Multimediafunktionen,STRING,True,PRODUCT_DETAILS,LOW,,"Alexa, Google Assistant, Assistant, Cortana, Siri",,,
Gewichteter Energieverbrauch,Produktdetails,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Set-Typ,Produktdetails,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"Wessel Beleuchtung, Decodom SO York, Trendteam Beleuchtung, MS#008401 Nino Leuchten, MS#017205 TRIO Leuchten",,,
Leuchtdauer,Produktdetails,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Ausführung,Allgemein,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"LED-Sensor-Außenleuchte, Sensor-Außenleuchte, Wandspot, Warmlicht, Kaltlicht",,,
Optik,Optik/Stil,STRING,False,PRODUCT_DETAILS,LOW,,"Unifarben, Holzoptik, Betonoptik, Kristalloptik, Marmoroptik",,,
Serie,Serie,STRING,False,,LOW,,"PASTERI, ESPACIO, KAGO, FUEVA 1, Smart Lights",,,
Optik Standfuß,Optik/Stil,STRING,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"Unifarben, Holzoptik, Betonoptik, verchromt, Marmoroptik",,"Steinoptik, Betonoptik",
Optik Lampenschirm,Optik/Stil,STRING,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"unifarben, Drahtgeflecht, gemustert, Ethno, Lochmuster",,,
Markeninformationen,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"<b>set one</b> by Musterring bringt ordentlich Schwung in die Einrichtung: Die frische Einrichtungsmarke bietet topaktuelle Möbel für die Bühne des Lebens. Das Sortiment richtet sich an junge Menschen jeden Alters – an trendbewusste Individualisten also, die gerne auf der Höhe der Zeit wohnen und eine moderne Einrichtung als Ausdruck ihrer Kreativität und Lebensfreude verstehen. Die stylischen Möbel sind perfekt miteinander kombinierbar und ergänzen sich zu einem harmonischen Gesamtbild., Die Hartmann Möbelwerke gehören zu den führenden Herstellern für Massivholzmöbel in Deutschland. Bereits in dritter Generation setzt das Familienunternehmen aus Beelen im Münsterland auf die mehr als einhundert Jahre lang gewachsene Erfahrung in der Herstellung von Qualitätsmöbeln. Jedes der handgefertigten Massivholz-Unikate für den Wohn-, Ess- und Eingangsbereich entstehen mit Fingerspitzengefühl, Liebe zum Detail und vor allem: nachhaltig. Das verarbeitete Holz stammt ausschließlich aus nachhaltig bewirtschafteten Forstbeständen, in denen nur so viel gerodet wird, wie nachwachsen kann. Möbel von Hartmann werden deshalb von der Natur empfohlen., GMK, now! by hülsta macht glücklich. Mit den ultraflexiblen und trendigen Möbeln, die sich immer wieder neu arrangieren lassen, hast Du die Freiheit, deinem Wohnraum mit wenig Aufwand ein neues Outfit zu verpassen. Mit now! kommt das Rundum Sorglos Paket: Die made in Germany Möbel von now! by hülsta sind mit dem »Goldenen M« ausgezeichnet und verfügen ebenso über den »Blauer Engel« Siegel. Die Qualität steht bei hülsta an der ersten Stelle, daher gibt es auch bei now! eine verlängerte Hersteller-Garantie., Nolte® ist Qualität und steht für Sicherheit, Langlebigkeit und Verantwortung. Seit 1955 werden in Germersheim in Rheinland-Pfalz Schlafzimmer und Schranksysteme ausschließlich in Deutschland entwickelt und produziert. Kundenzufriedenheit ist dem Traditionsunternehmen ein wichtiges Anliegen. Daher gewährt nolte® seinen Kunden 5 Jahre Garantie. Die Produkte von nolte® Möbel werden mit hohem Qualitätsanspruch und viel Verantwortungsbewusstsein hergestellt. Der hohe Qualitätsstandard zeigt sich in den Details, in der hochwertigen Verarbeitung und dem Einsatz umweltfreundlicher Materialien.",,,
Ausladung,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Designer,Optik/Stil,STRING,True,PRODUCT_DETAILS,LOW,,"Bønnelycke MDD, Bjørn + Balle, Guido Maria Kretschmer, Sebastian Holmbäck, Carlo Volf",,,
Abhängung,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Eigenschaften,Produktdetails,STRING,True,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"spritzwassergeschützt, flexibel verstellbar, schwenkbar, dimmbar über Wanddimmer, höhenverstellbar",,"höhenverstellbar mit Zug, flexibel verstellbar, schwenkbar, höhenverstellbar",
Kabellänge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Höhe verstellbar bis,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Hinweis Lieferumfang,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Akku nicht im Lieferumfang enthalten, Ladegerät nicht im Lieferumfang enthalten",,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Verstellbarkeit Höhe,Maßangaben,STRING,True,PRODUCT_DETAILS,LOW,,"flexibel verstellbar, einfach kürzbar, 1-fach verstellbar, 2-fach verstellbar, 5-fach verstellbar",,,
App-Funktionen,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Dimmer, Sprachsteuerung, Farbauswahl, Timer, LED-CCT-Lichtsteuerung",,,
Voraussetzungen Smart Home,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Smartphone, Tablet, Router, Bridge, Smart Home Leuchtmittel",,,
Durchmesser Lampenschirm,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Durchmesser,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Kompatible Smart-Home-Systeme,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Amazon Alexa, Google Home, Apple HomeKit, Magenta SmartHome, Bosch Smart Home",,,
Materialzusammensetzung,Material,STRING,True,PRODUCT_DETAILS,LOW,,"Metall, Metall/Glas, Kunststoff, Glas, Metall/Stoff",,,
Spannung Akku,Stromversorgung,STRING,True,PRODUCT_DETAILS,LOW,,"1,2",,,
Material Lampenschirm,Material,STRING,True,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",MEDIUM,,"Glas, Kunststoff, Metall, Textil, Holz",,"Acryl, Glas, Keramik, Holz, Korb, Kristall, Papier, Kunststoff, Textil, Metall",
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Anzahl Akkus,Stromversorgung,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Modellbezeichnung,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Kettle, MultiLux LED Einsatzleuchte, 2x LED Tubes DAY & NATURE, Badaufsatzleuchte, 1027, Beleuchtung Led-Profil",,,
Tiefe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
