name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Besondere Merkmale,Produktdetails,STRING,False,,LOW,,"inkl. zwei Sandsäcke, für Wäschespinnen, inkl. Sandsack, für Balkone, ohne Wegeplatten",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Lenkrollen, Griffmulden, Fußpedal, Softgrip",,,
Fassungsvermögen,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Geeignete Schirmhöhe,Produktdetails,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Durchmesser,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Tiefe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Aufbauhinweise,Lieferung & Montage,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Selbstmontage mit Aufbauanleitung, Einfacher Aufbau durch Stecksystem, fertig montiert, teilmontiert, inklusive Aufbauanleitung - eine zweite Person zum Aufbau wird empfohlen",,,
Hinweis Maßangaben,Maße & Gewicht,STRING,False,PRODUCT_DETAILS,HIGH,,Alle Angaben sind ca.-Maße.,,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Material Ballast,Farbe & Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Sand, Wasser, Beton, Granit",,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,HIGH,,,,,
Geeigneter Schirmstockdurchmesser,Produktdetails,INTEGER,False,"TITLE, PRODUCT_DETAILS",MEDIUM,,,,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Kunststoff, Stahl, Polyolefin, Polyethylen, Beton",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"anthrazit, silberfarben, dunkelbraun, dunkelgrau, grau",,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Oberflächenbeschichtung,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"verzinkt, pulverbeschichtet, vernickelt, verchromt, feuerverzinkt",,,
Wissenswertes,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Durch den Entfall des Plattenständers reduziert sich die Gesamthöhe des Schirmes um ca. 5 cm, Gesamthöhe des Schirms wird um 5 cm größer, Gesamthöhe des Schirms wird um 15 cm größer, Durch Verzahnungen entsteht ein zusammenhängendes Element.",,,
Eigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"befüllbarer Standfuß, höhenverstellbar",,,
Lieferumfang,Lieferung & Montage,STRING,True,PRODUCT_DETAILS,LOW,,"ohne Ballast, Werkzeug, ohne Granitplatten",,,
Geeignet für,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Sonnenschirme, Ampelschirme, Großschirme mit Durchmesser bis 400 cm, Schirme bis 200 cm Ø und kleine Rechteckschirme, Schirmstöcke von 25 mm Ø",,,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
