name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Anzahl Akkus,Akku & Betriebszeiten,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Leistung,Technische Daten,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Kabellänge,Technische Daten,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Weitere Vorteile,Allgemein,STRING,True,PRODUCT_DETAILS,LOW,,"einfach im Gefrierfach vorkühlbar, Mit herausnehmbaren Kunststoffeinsatz, mit umfangreichem Wein-Zubehör, Weinkühler, geeignet für Wein- und Sektflaschen mit einem Durchmesser von bis zu 92 mm, sorgt für die optimale Serviertemperatur von Wein und Sekt",,,
Set-Typ,Allgemein,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Typ Netzstecker,Technische Daten,STRING,False,PRODUCT_DETAILS,LOW,,"kein Netzanschluss vorhanden, Schutzkontaktstecker (Typ F-CEE 7/4), Konturenstecker (Typ C-CEE 7/17), Euroflachstecker (Typ C-CEE 7/16), Schutzkontaktstecker (Typ EF-CEE 7/7)",,,
Pflegehinweise,Reinigung & Pflege,STRING,False,PRODUCT_DETAILS,LOW,,"nicht spülmaschinengeeignet, spülmaschinengeeignet, teilweise spülmaschinengeeignet, nur Zubehör spülmaschinengeeignet",,,
Anzahl Teile,Allgemein,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Serie,Serie,STRING,False,,LOW,,"KENT, LOUNGE, Titan, Crystal, Ambient",,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,MEDIUM,,"Aktiv-Kühlmantel, mit braunem Ledergriff, inkl. Deckel und Zange, mit Aktivkühlelement, Henkel",,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Edelstahl, Kunststoff, Glas, Polyester, Metall",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"silberfarben, transparent, schwarz, edelstahlfarben, grau",,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Durchmesser,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Möglicher Flaschendurchmesser,Technische Daten,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Tiefe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Set-Info,Allgemein,STRING,True,,LOW,,"Dekor: versilbert, Dekor: Edelstahl, Dekor : Edelstahl/PVD Cognac",,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,MEDIUM,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,LOW,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
