name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
CE-Kennzeichnung am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt nicht über eine CE-Kennzeichnung, Produkt verfügt über eine CE-Kennzeichnung",,,
Herstelleradresse (EWR) am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt nicht über eine Kennzeichnung mit der Herstelleradresse (EWR), Produkt verfügt über eine Kennzeichnung mit der Herstelleradresse (EWR)",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"154.11798.Streifen, MS#010755 APELT, 15.4.755.Butterfly, 15.4.755.Ellipse, 15.4.755.Paisley",,,
Serie,Serie,STRING,False,,LOW,,"Butterfly, Streifen, Dirndl, Herbs&More, Lederhos´n",,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Fleckschutz, 20x20 cm, 1 Stück, 5-Finger, mit Aufhängeöse",,,
Set-Info,Artikelbezeichnung,STRING,False,TITLE,LOW,,"bestehend aus 2x Ofenhandschuh, 1x Topflappen, bestehend aus 2x Ofenhandschuh, bestehend aus 2x Ofenhandschuh, 1x Küchengreifhilfe, bestehend aus 2x Ofenhandschuh, 2x Topflappen, Topfhandschuhe & Topflappen",,,
Materialzusammensetzung,Material,STRING,False,"LEGAL, PRODUCT_DETAILS",HIGH,,"Obermaterial: 100% Baumwolle. Futter: 60% Baumwolle, 40% Polyester, Silikon, Obermaterial: 100% Baumwolle, Obermaterial: 45% Polyester, 30% Baumwolle, 25% Polyacryl, 100% Silikon",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Inhalt, Packung, Spar-Set",,,
Gewicht,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Material,Material,STRING,False,"VARIATION_THEME, TOPINFO, FILTER, PRODUCT_DETAILS",HIGH,,"Baumwolle, Silikon, Polyester, Baumwolle und Polyester, Aramid, Baumwolle, Silikon",,,
Farbe,Farbe,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"schwarz, rot, weiß, grün, bunt",,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"40°C Maschinenwäsche, 30°C Maschinenwäsche, Handwäsche, nicht trocknergeeignet, 60°C Maschinenwäsche",,,
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME",MEDIUM,,,,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Produktkennzeichnungen,Product Compliance,STRING,True,,LOW,,"Artikelnummer, Seriennummer, Kennnummer der Partie, Rahmennummer, Typennummer",,,
Material Handflächen,Material,STRING,True,PRODUCT_DETAILS,LOW,,"Silikon, Leder",,,
Grundfarbe,Farbe,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
