name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Oberflächenbehandlung,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"naturbelassen, imprägniert, lasiert, lackiert, kesseldruckimprägniert",,,
Ergänzende Maßangaben,Maßangaben,STRING,False,PRODUCT_DETAILS,LOW,,"Groß: 45x25x25cm, Klein: 35x19x19cm",,,
Hinweis Tierhaltung,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"Bitte beachten Sie, dass viele Kleintiere nicht allein gehalten werden sollen und Ställe abhängig von der Tierart und Anzahl der Tiere folgende Mindestgrößen haben sollten (L x B x H): Kleine Kaninchenrassen: 150 cm x 60 cm x 50 cm für 2 Tiere, Meerschweinchen: 120 cm x 60 cm x 50 cm für 2 Tiere, Mäuse: 80 x 50 x 80 cm für 2 Tiere, Hamster (Einzelgänger): 100 cm x 50 cm x 50 cm. Darüber hinaus ist auch für Kleintiere täglicher Auslauf, zum Beispiel in einem Auslaufgehege, unerlässlich.",,,
Serie,Serie,STRING,False,,LOW,,"8-eck, Vision Model",,,
Set-Info,Produktdetails,STRING,False,,LOW,,2er-Set,,,
Set-Typ,Produktdetails,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Einsatzbereich,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Outdoor, Indoor",,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Hinweis Maßangaben,Hinweise,STRING,False,PRODUCT_DETAILS,HIGH,,Alle Angaben sind ca.-Maße.,,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,HIGH,,"BxLxH: 123x106x60 cm, mit Schutznetz, BxLxH: 112x98x56 cm, mit Schutznetz, BxLxH: 116x113x182 cm, BxLxH: 45,7x35,6x50,8 cm, BxLxH: 71,5x38,5x73,5 cm",,,
Tierart,Produktdetails,STRING,True,NAVIGATION,HIGH,,"Vögel, Kleintiere, Hamster, Hunde, Meerschweinchen",,"Ratten, Vögel, Großsittiche, Degus, Katzen, Hunde, Zwergkaninchen, Chinchillas, Meerschweinchen, Rennmäuse, Mäuse, Papageien, Hamster, Kanarienvögel, Wellensittiche",
Gewicht,Maßangaben,FLOAT,True,PRODUCT_DETAILS,MEDIUM,,,,,
Gitterabstand,Maßangaben,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Holz, Metall, Kunststoff, Polypropylen, Stahl",,,
Farbe,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"natur, weiß, grau, silberfarben, braun",,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Aufbauhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Selbstmontage mit Aufbauanleitung, fertig montiert, teilmontiert, vormontiere Elemente",,,
Holzart,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Kiefer, Fichte, Cedro, Weide, Almendro",,,
Form Dach,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Flachdach, Satteldach, Stufendach, Walmdach, Runddach",,,
Oberflächenbeschichtung,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"verzinkt, pulverbeschichtet, PVC-Tiefziehfront, versilbert, melaminbeschichtet",,,
Ausstattung,Ausstattung,STRING,True,PRODUCT_DETAILS,LOW,,"Dachpappe, Fußboden, Holztreppe, Tragegriff oben, Nagertoilette",,,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
