name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Anzahl Teile,Allgemein,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Zubehör passend für,Allgemein,STRING,False,"TITLE, PRODUCT_DETAILS",LOW,,"Waschmaschinen, Geschirrspüler, alle portablen Klimaanlagen mit 15 cm Schlauchdurchmesser",,,
Berstdruck,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Betriebsdruck maximal,Technische Daten,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Allgemein,STRING,True,,LOW,,,,,
Set-Typ,Allgemein,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Sprachen Bedienungs-/Aufbauanleitung,Wissenswertes,STRING,True,PRODUCT_DETAILS,LOW,,"Englisch (EN), Deutsch (DE), Französisch (FR), Schwedisch (SV), Italienisch (IT)",,,
Temperatur maximal,Technische Daten,STRING,False,PRODUCT_DETAILS,LOW,,"90, 25",,,
Weitere Vorteile,Allgemein,STRING,True,PRODUCT_DETAILS,LOW,,"Mindestlänge 56 cm, Maximallänge 112 cm. Mit dem ExtensionKit WE35 erweiterbar auf 217 cm., Das ideale Fenster-System mit der einfachsten und schnellsten Installationslösung. Sicher verriegelt und abgedichtet.",,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,HIGH,,"Gartenschlauch 10-30m - mit 7 Funktionen Brause und Schnelladaptern - Wasserschlauch flexibel dehnbar - Wasser Garten Schlauch, Premium Fenster-Set, Sicherheitszulauf für Waschmaschinen, 200cm, Schlauchtrommel mit 20m Flachschlauch - inkl. 4 Funktionen Brause und Schnelladapter - 38 x 32,5 x 6cm - Gartenschlauch Schlauchbox Trommel, Gartenschlauch 5-15m - mit 7 Funktionen Brause und Schnelladaptern - Wasserschlauch flexibel dehnbar mit Textilhülle",,,
Einsatzgebiete,Allgemein,STRING,True,NAVIGATION,MEDIUM,,"Waschmaschine, Geschirrspüler, Dunstabzugshauben, Klimagerät, Waschtrockner",,"Kaffeemaschinen, Trockner, Geschirrspüler, Kaffeevollautomaten",
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"grau, grün, beige, weiß, schwarz",,,
Tiefe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Breite Anschluss,Technische Daten,STRING,True,PRODUCT_DETAILS,LOW,,"3/4, 1, 2, 1 1/2, 1/2",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,Aquastop,,,
Lieferumfang,Allgemein,STRING,True,PRODUCT_DETAILS,LOW,,"Mit Aquastop Sicherheitsmechanismus als Schutz vor Überschwemmungen, Lieferumfang: 1 ausziehbare Fensterleiste, 1 Schlauchschutz, 1 Befestigungsset, 1 Verlängerungsstange",,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",LOW,,"Kunststoff, Polypropylen (PP), Aluminium, Cromargan Edelstahl 18/10, Gusseisen",,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,MEDIUM,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,MEDIUM,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
