name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Kombi-Set, Packung, Komplett-Set, Spar-Set",,,
Lieferumfang,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Montagematerial, Firsthaube",,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Form,Produktdetails,STRING,False,"TITLE, VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,"Rechteck, Biberschwanz, Sechseck, asymmetrisch",,,
Geeignet für,Produktdetails,STRING,False,PRODUCT_DETAILS,HIGH,,"Finnhaus Wolff Produkte, Karibu Produkte, Weka Produkte, Skanholz Produkte, Kiehnholz Produkte",,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,"selbstklebend, für Flach- und Pultdach, für Satteldächer bis BxT: 380x350 cm, 3 m², grün, selbstklebend (Rolle 5m²)",,,
Oberflächenbeschichtung,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,aluminiumbeschichtet,,,
Gewicht,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Länge Einzelelement,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Artikelhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,HIGH,,"Alle Angaben sind ca.-Angaben, Nur in Verbindung mit einem Gartenhaus lieferbar, Nur in Verbindung mit einem Pavillon lieferbar",,,
Eigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,selbstklebend,,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,Bitumen,,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"rot, schwarz, grün, anthrazit, grau",,,
Fläche pro Paket,Produktdetails,FLOAT,False,"TITLE, PRODUCT_DETAILS",HIGH,,,,,
Breite Einzelelement,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Materialeigenschaften,Farbe & Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"UV-beständig, witterungsbeständig, verrottungsfest",,,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
