name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,HIGH,,"mit Kunststoffzunge, mit Metallzunge, mit Kunststoffzunge weiß 7,5x50 mm, verschiedene Größen, mit Wandhalterung",,,
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Größe,Maße & Gewicht,STRING,False,VARIATION_THEME,HIGH,,"7,5 x 750 mm, 7,5 x 365 mm, 7,5 x 450 mm, 3,5 x 280 mm, 3,6x140; 4,8x200; 4,8x290; 4,8x360",,,
Länge,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Material,Produktdetails,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Kunststoff, Polyamid, Metall, Silikon, Nylon",,,
Set beinhaltet,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"<p>Je 200 Stück: 3,6x140; 4,8x200; 4,8x290; 4,8x360</p>, <p>50 Stück</p> <p> </p>, <p>400 Stk. 4,8x200mm; </p> <p>300 Stk. 3,5x178mm; </p> <p>300 Stk. 3,6x140mm; </p> <p>500 Stk. 4,8x290mm; </p> <p>300 Stk. 4,8x360mm</p>",,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",HIGH,,,,,
Materialeigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,HIGH,,"temperaturbeständig, UV-beständig, wasserfest, bruchsicher, kratzfest",,,
Lieferumfang,Lieferumfang,STRING,True,PRODUCT_DETAILS,LOW,,Wandhalterung,,,
Farbe,Farbe & Material,STRING,False,VARIATION_THEME,HIGH,,"schwarz, weiß, hellblau, zyklam, edelstahlfarben",,,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
