name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Passend für,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"tiSsi® Laufgitter 100x93, tiSsi® Beistellbett, tiSsi® Laufgitter 6-eckig, Geuther Laufgitter »Belami Plus«, Geuther Laufgitter »Lucilee Plus«",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Höhe Laufstalleinlage,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Set-Info,Artikelbezeichnung,STRING,False,TITLE,LOW,,,,,
Tiefe Laufstalleinlage,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Breite Laufstalleinlage,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Lieferumfang,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Nestchen, Laufgittereinlage, Seitenkissen, Kopfkissen, Spielbogen",,,
Serie,Serie,STRING,False,,LOW,,"Emmi Girl, Stanley, Emmi, Baylee, Moritz",,,
Warnhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,,,,
Breite Nestchen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Serie Technischer Name,Serie,STRING,False,,MEDIUM,,"15_1_Tissi_Laufgittereinlage, 15_1_Tissi_Nestchen, 15_1_Miffy, 15_1_Sterntaler_Emmi Girl, 15_1_babyjem_Bettnestchen",,,
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Materialzusammensetzung,Farbe & Material,STRING,False,"LEGAL, PRODUCT_DETAILS",MEDIUM,,"Obermaterial: 100% Baumwolle. Füllung: 100% Polyester, Obermaterial: 100% Baumwolle, Obermaterial: 60% Baumwolle, 40% Polyester. Wattierung: 100% Polyester, Bezug: 100% Baumwolle. Füllung: 100% Polystyrol, Obermaterial: 65% Polyester, 35% Baumwolle",,,
Sprachen Materialzusammensetzung textiler Bestandteile,Product Compliance,STRING,True,,LOW,,"Englisch (EN), Deutsch (DE), Französisch (FR), Italienisch (IT), Spanisch (ES)",,,
Relevanz Kordelnorm,Product Compliance,STRING,False,,LOW,,"Produkt fällt nicht unter die Kordelnorm, Produkt fällt unter die Kordelnorm",,,
Sprachen Pflegezusatzinformation Produkt,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Englisch (EN), Französisch (FR), Italienisch (IT), Spanisch (ES)",,,
Sprachen Warnhinweise,Product Compliance,STRING,True,,LOW,,"Französisch (FR), Italienisch (IT), Deutsch (DE), Spanisch (ES), Niederländisch (NL)",,,
Herstelleradresse (EWR) am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über eine Kennzeichnung mit der Herstelleradresse (EWR), Produkt verfügt nicht über eine Kennzeichnung mit der Herstelleradresse (EWR)",,,
Länge Nestchen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Material Nestchen,Farbe & Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Baumwolle, Polyester, Flauschstoff, Baumwollsatin, Polycotton",,,
Höhe Nestchen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Erfüllung Brennverhalten nach Ländern,Product Compliance,STRING,True,,LOW,,"Produkt erfüllt die Vorgaben zum Brennverhalten für Frankreich, Produkt erfüllt die Vorgaben zum Brennverhalten für Großbritannien, Produkt erfüllt die Vorgaben zum Brennverhalten für die Niederlande",,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Made in Europe, Passend zu Geuther Laufgittern »Belami Plus«, »Euro-Parc Plus«, »Lucilee Plus«, mit Spielbogen; Made in Europe, klappbar; Made in Europe, organic, zertifiziert durch CERES-60845",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Bänder zur Befestigung, weich gepolstert, Mit Klettverschlüssen, Wendeoptik, Rassel",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"bunt, grau, blau, rosa, weiß",,,
Produktkennzeichnungen,Product Compliance,STRING,True,,LOW,,"Artikelnummer, Seriennummer, Kennnummer der Partie, Rahmennummer, Typennummer",,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,MEDIUM,,"waschbar, 40°C Maschinenwäsche, 30°C Maschinenwäsche, 30°C Schonwäsche, 40° Schonwäsche",,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
Material Füllung Nestchen,Farbe & Material,STRING,True,PRODUCT_DETAILS,LOW,,"Polyester, Polyesterflocken, Baumwolle, Polyurethane (PU), Baumwolle (Bio-Baumwolle)",,,
