name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Handwäsche, nicht trocknergeeignet, 30°C Maschinenwäsche, Bitte beachten Sie die Pflegehinweise gemäß dem beiliegenden Produkt- und Materialpass., trocknergeeignet",,,
Set-Info,Produktdetails,STRING,False,,LOW,,,,,
Abstand Gitterstäbe,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Herstellergarantie,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"10 Jahre gemäß den Garantie-Bedingungen, 7 Jahre gemäß den Garantie-Bedingungen, 5 Jahre gemäß den Garantie-Bedingungen, 25 Jahre gemäß den Garantie-Bedingungen, 6 Jahre gemäß den Garantie-Bedingungen",,,
Grundfläche,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Stärke Wand,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Durchmesser Einflugloch,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Set-Typ,Produktdetails,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Material Füllung,Farbe & Material,STRING,False,PRODUCT_DETAILS,LOW,,"Polyester, Schaumstoff, Vlies",,,
Serie,Serie,STRING,False,,LOW,,"Giebel, Rustikal, Maxi, New Wave, Finch",,,
Hinweis Tierhaltung,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"Bitte beachten Sie, dass viele Kleintiere nicht allein gehalten werden sollen und Ställe abhängig von der Tierart und Anzahl der Tiere folgende Mindestgrößen haben sollten (L x B x H): Kleine Kaninchenrassen: 150 cm x 60 cm x 50 cm für 2 Tiere, Meerschweinchen: 120 cm x 60 cm x 50 cm für 2 Tiere, Mäuse: 80 x 50 x 80 cm für 2 Tiere, Hamster (Einzelgänger): 100 cm x 50 cm x 50 cm. Darüber hinaus ist auch für Kleintiere täglicher Auslauf, zum Beispiel in einem Auslaufgehege, unerlässlich.",,,
Durchgangshöhe Tür,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
