name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Durchmesser maximal,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Durchmesser minimal,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Sprachen Bedienungs-/Aufbauanleitung,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Französisch (FR), Italienisch (IT), Englisch (EN), Deutsch (DE), Norwegisch (NO)",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Herstelleradresse (EWR) am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt nicht über eine Kennzeichnung mit der Herstelleradresse (EWR), Produkt verfügt über eine Kennzeichnung mit der Herstelleradresse (EWR)",,,
Einführtiefe,Maßangaben,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Artikelbezeichnung,STRING,False,TITLE,LOW,,,,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,MEDIUM,,"mit 2 verschiedenen Aufsätzen, mit 2 verschiedenen Aufsätzen und Duschschlauch, Analdusche mit 5 Spritzlöchern und Duschschlauchgewinde, mit 3 Spritzlöchern und Duschschlauchgewinde, mit 3 verschiedenen Aufsätzen",,,
Gewicht,Maßangaben,FLOAT,False,PRODUCT_DETAILS,HIGH,,,,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"PVC, ABS-Kunststoff, Silikon, Stahl, Aluminium",,,
Farbe,Farbe,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"schwarz, edelstahlfarben, silberfarben, rot, hellblau",,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,HIGH,,"waschbar, einfach zu reinigen, unter klarem Wasser auswaschen",,,
Oberfläche,Produktdetails,STRING,False,PRODUCT_DETAILS,MEDIUM,,"glatt, weich, genoppt, gerillt, gewellt",,,
Anwendungsbereich,Produktdetails,STRING,True,PRODUCT_DETAILS,HIGH,,"anal, vaginal",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,Pumpball,,,
Eigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"biegsam, ergonomisch geformt, leicht gebogen, harnesstauglich, soft",,,
Lieferumfang,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Dusch-Aufsatz, Duschschlauch, Spritz-Aufsätze, Pumpball, Spritz-Aufsatz",,,
Produktkennzeichnungen,Product Compliance,STRING,True,,LOW,,"Artikelnummer, Seriennummer, Kennnummer der Partie, Rahmennummer, Typennummer",,,
Materialeigenschaften,Material,STRING,True,PRODUCT_DETAILS,LOW,,"rostfrei, hypoallergen, dermatologisch getestet, wasserdicht",,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
