name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Warnhinweise,Wissenswertes,STRING,True,PRODUCT_DETAILS,LOW,,"Bei Medikamenteneinnahme sollten Sie zuvor Ihren Arzt befragen., WARNUNG Lassen Sie ihr Kind nie unbeaufsichtigt., Achtung. Benutzung unter unmittelbarer Aufsicht von Erwachsenen., Dieses Produkt ist für ein Kind geeignet,das nicht selbstständig sitzen,sich herum-drehen und sich nicht auf seine Hände oder Knie hochstemmen kann. Maximales Gewicht des Kindes: 9 kg., Nicht aufgeblasene Ballons sind von Kindern fernzuhalten. Geplatzte Ballons sind unverzüglich zu entfernen.",,,
Serie,Serie,STRING,False,,HIGH,,Party Time,,,
Sprachen Bedienungs-/Aufbauanleitung,Wissenswertes,STRING,True,PRODUCT_DETAILS,HIGH,,"Französisch (FR), Italienisch (IT), Englisch (EN), Deutsch (DE), Spanisch (ES)",,,
Geeignet für,Handhabung & Komfort,STRING,True,PRODUCT_DETAILS,HIGH,,"Hot-Dog-Würstchen, Hot-Dog-Brötchen, Eier, Maiskolben",,,
Leistung,Technische Daten,INTEGER,False,"TITLE, PRODUCT_DETAILS",HIGH,,,,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Anzahl Bräunungsstufen,Programme & Funktionen,INTEGER,False,PRODUCT_DETAILS,HIGH,,,,,
Gleichzeitige Zubereitung,Handhabung & Komfort,STRING,True,PRODUCT_DETAILS,HIGH,,"2 Brötchen, 2 Würstchen, 8 Würstchen, 1 Brötchen, 3 Maiskolben",,,
Anzahl Temperaturstufen,Programme & Funktionen,INTEGER,False,PRODUCT_DETAILS,HIGH,,,,,
Kabellänge,Technische Daten,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Tiefe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,,,,
Schutzfunktionen,Programme & Funktionen,STRING,True,PRODUCT_DETAILS,HIGH,,"Stoppfunktion, Überhitzungsschutz, Kindersicherung, Abschaltautomatik",,,
Mitgeliefertes Zubehör,Ausstattung,STRING,True,PRODUCT_DETAILS,HIGH,,Zange,,,
Art Bedienung,Handhabung & Komfort,STRING,True,PRODUCT_DETAILS,HIGH,,"Hebel, Kippschalter, Drehregler, Schieberegler, Drucktasten",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"rot, hellblau, zyklam, edelstahlfarben, ziegelrot",,,
Weitere Vorteile,Allgemein,STRING,True,PRODUCT_DETAILS,HIGH,,5 Temperaturstufen zum Erhitzen der Würstchen: So erhält jeder sein Hot Dog in der von ihm gewünschten Temperatur,,,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
