name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Ausführung,Allgemein,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Für Breite 180 cm, Für Breite 200 cm, für Bett Breite 200 cm, 1 Bettschubkasten, 2 Bettschubkästen",,,
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Spar-Set",,,
Serie Technischer Name,Serie,STRING,False,,MEDIUM,,"MS#000011 rauch, Möbelwerke Steffen, Wimex Zubehör, Express Zubehör, Ticaa Bettschubkasten",,,
Material Laufleiste,Material,STRING,False,PRODUCT_DETAILS,LOW,,"Metall, WPC (Holz-Kunststoff-Komposit), Geflecht Weide, Technopolymer, Leder",,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,MEDIUM,,"Made in Germany, (2 Stck.), (2er Set), Schubkasteneinsatz, 2-teilig",,,
Materialzusammensetzung,Material,STRING,False,PRODUCT_DETAILS,LOW,,,,,
Hinweis Zubehör,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"passend zur Serie Atlanta, Pflegehinweise für Möbel aus Holzwerkstoffen (inklusive Melamin und MDF): Verwenden Sie zur Pflege Ihrer Möbel aus Plattenwerkstoffen am besten ein weiches, nicht fusselndes Tuch oder ein Ledertuch. Wischen Sie die Oberflächen leicht feucht ab., Pflegehinweise für naturbelassene/gelackte Möbel aus Naturholz: Die Oberfläche lässt sich am besten mit einem mäßig feuchten Tuch säubern. Achtung: Ätzende oder lösungsmittelhaltige Reinigungsmittel oder Politur darf nicht verwendet werden., Mit zusätzlichen Seitenwänden, die im Schrankfach zu montieren sind, Teleskopvollauszug zur einfachen Entnahme",,,
Oberflächenbehandlung,Optik/Stil,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"lackiert, geölt, gewachst, antikisiert, lasiert",,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,Set aus 2 Bettschubkästen,,,
Belastbarkeit maximal,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
