name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Hosenlänge,Größentext,INTEGER,False,VARIATION_THEME,LOW,,,,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Beflockung,Sportartdetails,BOOLEAN,False,PRODUCT_DETAILS,LOW,,,,,
Oberweite,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,"JWP, 66 SUPPLY, Powder Lite",,,
Spielsaison,Sportartdetails,STRING,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"2020/2021, 2018/2019, 2015/2016, 2016/2017, 2019/2020",,"2018/2019, 2015/2016, 2016/2017, 2017/2018",
Zusätzlicher Verschluss,Details,STRING,False,PRODUCT_DETAILS,LOW,,"Bindegürtel, Druckknöpfe, Mit Bindegürtel, sichtbarer Metallreißverschluss im Kapuzendetail, Riegel mit Schnalle am Kragen",,,
Atmungsaktivität,Material,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Wassersäule,Material,STRING,False,PRODUCT_DETAILS,LOW,,"5000, 10000, 8000, 3000, 4000",,,
Waschung,Optik/Stil,STRING,True,PRODUCT_DETAILS,LOW,,"washed, dark, Denim, moonwashed, enzym",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"TH_TYRA, MS#00035GipsyJuljaSeneka, TH_GLOBAL, CK_LONG_COAT, MS#011519 Ragwear",,,
Kapuzenfütterung,Details,STRING,True,PRODUCT_DETAILS,LOW,,"gefüttert, farblich passend, Ton in Ton, kontrastfarben, Fleece",,,
Materialhinweis,Material,STRING,False,PRODUCT_DETAILS,LOW,,enthält nichttextile Teile tierischen Ursprungs,,,
Ärmeldetails,Passform/Schnitt,STRING,True,PRODUCT_DETAILS,LOW,,"eingesetzt, 2-Naht-Ärmel, mit Riegel, Raglanärmel, mit Ärmeleinsatz",,,
Kragendetails,Passform/Schnitt,STRING,True,PRODUCT_DETAILS,LOW,,"mit Reißverschluss, mit Knöpfen, farblich passend gefüttert, mit Fleece gefüttert, kontrastfarben gefüttert",,,
Herstellerpassform,Passform/Schnitt,STRING,False,PRODUCT_DETAILS,LOW,,"normal, Regular Fit, gerade, Modern Fit, Loose Fit",,,
Größenhinweis,Maßangaben,STRING,False,PRODUCT_DETAILS,LOW,,"Fällt groß aus, bitte eine Größe kleiner bestellen., Fällt eng aus, bitte eine Größe größer bestellen., Fällt klein aus, bitte eine Größe größer bestellen., Fällt weit aus, bitte eine Größe kleiner bestellen., Fällt sehr weit aus, bitte zwei Größen kleiner bestellen.",,,
Ärmellänge,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Schnittdetails,Passform/Schnitt,STRING,True,PRODUCT_DETAILS,LOW,,"Rückenschlitz, Teilungsnähte, Seitenschlitze, keine, Schwalbenschwanz",,,
Besondere Merkmale,Details,STRING,False,"TITLE, PRODUCT_DETAILS",MEDIUM,,"mit Kapuze, mit abnehmbarer Kapuze, mit Kordelzug an der Kapuze, mit Stehkragen, mit Reverskragen",,,
Set-Info,Artikelbezeichnung,STRING,True,TITLE,LOW,,"mit abnehmbarem Gürtel, mit Bindegürtel, mit Gürtel, mit Bindeband, mit Schal",,,
Ausschnittdetails,Passform/Schnitt,STRING,True,PRODUCT_DETAILS,LOW,,"mit Reißverschluss, mit Knopfleiste, Strickkante, abgesteppte Kante, mit Druckknopfleiste",,,
Größensystem,Größentext,STRING,False,,LOW,,"EU-Größen, US-Größen",,,
Sportart,Sportartdetails,STRING,True,"NAVIGATION, PRODUCT_DETAILS",LOW,,"Wandern, Trekking, Inlineskating, Nordic Walking, Reiten",,"Fußball, Rugby, Tennis, Boxen, Kampfsport, Schwimmen, Inlineskating, Badminton, Reiten, Jagdsport, Pilates, American Football, Basketball, Eishockey, Laufen, Baseball, Yoga, Skateboarding, Handball, Softball, Fitness",
Herstellertechnologien,Material,STRING,True,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"PFC FREE, STORMLOCK, bluesign®, HIGH QUALITY DOWN, THINSULATE",,"AEROREADY, DOWN, SNAP-IN-SYSTEM, climacool®, EXTRA-LONG SYSTEM ZIP, windCELL, RAIN.RDY, ALTAI FLEECE MEDIUM, NANUK 200, MICROGUARD MAXLOFT, Fubu tex, TECNOPILE®, Dri-FIT, MICROGUARD SILVER, SOFT SHELL STRETCH, PFC FREE, DOWNFIBER, TEXAPORE Stretch, SNUGGLE UP, HIGH QUALITY DOWN, STORMLOCK, UPF Protection 30, WIND.RDY, TEXAPORE 4x4, Vent Pro System, COLD.RDY, MICROGUARD MAXLOFT Q.M.C., Kids/Youth System Zip, UV SHIELD, climaproof®, PlayWarm, powerCELL, climalite® Cotton, ALTAI FLEECE SUPER WARM, ColdGear®, 3-in-1 SYSTEM REGULAR, ARMATECH PLUS, VENTBREAK, TEXAPORE O2, 3-in-1 SYSTEM SHORT, FIBERCLOUD, Stormlock Hyproof, bluesign®, S. CAFÉ®, UPF Protection 15, FAIR WEAR FOUNDATION, THINSULATE, climachill™, coolCELL, FUNCTION 65, NANUK 100, ALTAI FLEECE MICRO, NANUK 300, dryCELL, HyVent®, Regular Zip for System Jackets, Polartec®, ZipIn!, NANUK 150, VENTLOFT, WINDSTOPPER®, QuickDry, TEXAPORE, UPF Protection 50, UV-PROTECTION, PlayIce, climalite®, PlayShield, ACS TIGHT, S-FRESH, climaheat™, HEAT.RDY, NANUK DYNAMIC, TECNOWOOL, Allseasongear®, Q.M.C., GORE-TEX®, SUPPLEX®, techfit™, ACS, Short Zip for System Jackets, Stormlock Active, DRYNETIC, warmCELL, PRIMALOFT® BLACK ECO, climalite®+, climawarm®, VENTURI",
Rückenlänge,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Ärmelabschluss,Passform/Schnitt,STRING,False,PRODUCT_DETAILS,LOW,,"Rippstrickbündchen, normaler Saum, elastischer Bund, Windstopperbündchen, abgesteppte Kante",,,
Rumpfabschlussdetails,Passform/Schnitt,STRING,True,PRODUCT_DETAILS,LOW,,"mit Schlitz, mit Reißverschluss, mit Kordelzug, mit Kordelzügen, mit Druckknöpfen",,,
Materialzusammensetzung,Material,STRING,True,"LEGAL, PRODUCT_DETAILS",HIGH,,"100% Polyester, Obermaterial: 100% Polyester, Obermaterial: 100% Polyester. Futter: 100% Polyester. Wattierung: 100% Polyester, Obermaterial: 100% Polyester. Futter: 100% Polyester, 100% Polyamid",,,
Ärmelabschlussdetails,Passform/Schnitt,STRING,True,PRODUCT_DETAILS,LOW,,"mit Windstopper, mit Druckknöpfen, mit Knöpfen, mit verstellbarem Klettverschluss, mit innenliegendem Gummizug",,,
Rumpfabschluss,Passform/Schnitt,STRING,False,PRODUCT_DETAILS,LOW,,"normaler Saum, abgesteppte Kante, gerader Abschluss, Umschlagsaum, ohne Bündchen",,,
Sprachen Materialzusammensetzung textiler Bestandteile,Product Compliance,STRING,True,,LOW,,"Französisch (FR), Italienisch (IT), Norwegisch (NO), Türkisch (TR), Englisch (EN)",,,
Verschlussdetails,Details,STRING,True,PRODUCT_DETAILS,LOW,,"verdeckt, vorn, durchgehend, mit Windschutzblende, mit Kinnschutz",,,
Erfüllung Brennverhalten nach Ländern,Product Compliance,STRING,True,,LOW,,"Produkt erfüllt die Vorgaben zum Brennverhalten für Großbritannien, Produkt erfüllt die Vorgaben zum Brennverhalten für die Niederlande",,,
Auslieferung,Auslieferung,STRING,False,PRODUCT_DETAILS,LOW,,"liegend, hängend",,,
Sportgrößen,Größensystem,INTEGER,True,FILTER,LOW,,,"11, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10",,
US-Größen (Große Größen),Größensystem,STRING,True,,LOW,,,"4X, 3X, 2X, 1X, 0X",,
