name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Info,Artikelbezeichnung,STRING,True,TITLE,LOW,,,,,
Gewicht Koffer,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Breite Koffer,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Tiefe Koffer,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Höhe Koffer,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Pinsel,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Gesamtlänge Grillmesser,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,MEDIUM,,"im Alukoffer, Geschenkset, Pinzette Länge: 45 cm, Grillzange 33,5 cm Länge, Länge: 50 cm",,,
Serie,Serie,STRING,False,,LOW,,Jim Beam,,,
Hinweis Maßangaben,Maßangaben,STRING,False,PRODUCT_DETAILS,MEDIUM,,Alle Angaben sind ca.-Maße.,,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,LOW,,,"neutral, männlich, weiblich",,
Hitzebeständigkeit,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"bis 250°C, bis 220°C, bis 500°C, bis 270°C, backofenfest",,,
Gesamtlänge Grillzange,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Material Griffe,Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Kunststoff, Holz, Edelstahl, Edelstahl 18/10, Silikon",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Aufhänge-Öse, Silikonschutz, Silikon-Griff, Aufhängeschlaufe",,,
Sprachen Bedienungs-/Aufbauanleitung,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Schwedisch (SV), Italienisch (IT), Litauisch (LT)",,,
Sprachen Warnhinweise,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Schwedisch (SV), Italienisch (IT), Litauisch (LT)",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Lieferumfang,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Grillzange, Grillwender, Fleischgabel, Pinsel, Grillbürste",,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Edelstahl, Kunststoff, Aluminium, Holz, Textil",,,
Grundfarbe,Farbe,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Farbe,Farbe,STRING,False,VARIATION_THEME,HIGH,,"silberfarben, schwarz, edelstahlfarben, grün, holzfarben",,,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,LOW,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
Gesamtlänge Wender,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Produktkennzeichnungen,Product Compliance,STRING,True,,LOW,,"Artikelnummer, Seriennummer, Kennnummer der Partie, Rahmennummer, Typennummer",,,
Gesamtlänge Bürste,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Handwäsche, spülmaschinenfest, spülmaschinengeeignet",,,
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME",MEDIUM,,,,,
Herstelleradresse (EWR) am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt nicht über eine Kennzeichnung mit der Herstelleradresse (EWR), Produkt verfügt über eine Kennzeichnung mit der Herstelleradresse (EWR)",,,
Materialeigenschaften,Material,STRING,True,PRODUCT_DETAILS,LOW,,"rostfrei, hitzebeständig, lebensmittelecht, bruchfest, kratzfest",,,
Gesamtlänge Fleischgabel,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Art Griffe,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"Easy-Griff, Soft-Touch-Griff",,,
