name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Serie,Serie,STRING,False,,LOW,,,,,
Serie Technischer Name,Serie,STRING,False,,LOW,,MS#002958 Horizon Fitness 52,,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Wohnraum,Allgemein,STRING,True,,LOW,,"Außenbereich, Werkstatt, Garten, Garage",,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,HIGH,,"für Strandkörbe, für Whirlpools, mit Getränkehalter, für Kugelgrills, BxL: 30x42 cm, für Grillkamin »Magic« aus Holz, BxT: 47x24 cm, für Grillkota",,,
Anwendungsgebiet,Produktdetails,STRING,True,,MEDIUM,,"Grill, Strandkorb, Whirlpool, Gartenhaus, Gewächshaus",,,
Länge,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Geeignet für,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Strandkörbe, Grillkamin »Magic«, Alle Hailo Klapptritte und Stufenstehleitern bis einschließlich 4 Stufen, RÖSLE Grills No. 1 Sport F50/F60; Air F50/F60, alle Lay-Z-Spa Whirlpools (außer Monaco und Helsinki)",,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Holz, Edelstahl, Kunststoff, Aluminium, Silikon",,,
Hinweis Maßangaben,Hinweise,STRING,False,PRODUCT_DETAILS,MEDIUM,,Alle Angaben sind ca.-Maße.,,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"natur, silberfarben, holzfarben, weiß, schwarz",,,
Holzart,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Akazie, Buche, Kiefer, Ahorn, Eiche",,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,MEDIUM,,,"neutral, männlich, weiblich",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,MEDIUM,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
