name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Packung, Set, Spar-Set",,,
Set-Info,Produktdetails,STRING,False,,LOW,,Doppelpack,,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,"HP304, HP933",,,
Druckleistung in Seiten,Allgemein,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Füllmenge,Allgemein,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Hinweise Druckleistung,Allgemein,STRING,False,PRODUCT_DETAILS,LOW,,"nach ISO/IEC 24711, nach ISO/IEC 19752, nach ISO/IEC 24734, nach DIN 33870, nach DIN-Norm 10561",,,
Kompatible Modelle,Allgemein,STRING,True,PRODUCT_DETAILS,HIGH,,"HP OfficeJet Pro 9010, 9012, 9013, 9014, 9015, 9016, 9018, 9019, 9020, 9022, 9023, 9025, 9026, HP OfficeJet 8012, 8013, 8014, 8015, 8017, 8022 / HP OfficeJet Pro 8020, 8022, 8023, 8024, 8025, 8028, 8035, HP LaserJet Pro M255, M282, M283, HP LaserJet Pro M254, M280, M281, HP OfficeJet Pro 6230, 6830, 6830c",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"CF541X, W2032A, W2030A, W2212A, W2210A",,,
Serie,Serie,STRING,False,,MEDIUM,,"hp364, hp963, hp950, hp912, hp203",,,
Eigenschaften,Allgemein,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Originalzubehör, Fremdhersteller",,,
Größe,Allgemein,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,"Standard, XL",,,
Farbe,Farbe,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"schwarz, cyan, magenta, gelb, cyan hell",,,
Druckleistung in Seiten (Farbe),Allgemein,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Sprachen CE-Konformitätserklärung,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Italienisch (IT), Norwegisch (NO), Litauisch (LT)",,,
Kompatible Hersteller,Allgemein,STRING,True,,HIGH,,"HP, Canon, Epson, Brother, HP, lsk, odixion, Olivetti, otc, outputsolutions, seikoprecision, telecomitalia",,,
Kompatible Serien,Allgemein,STRING,True,PRODUCT_DETAILS,LOW,,"Pixma, OfficeJet, Expression Home, WorkForce, Stylus",,,
Sprachen am Produkt,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Italienisch (IT), Norwegisch (NO), Litauisch (LT)",,,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,LOW,,,"neutral, männlich, weiblich",,
Druckleistung in Seiten (s/w),Allgemein,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Grundfarbe,Farbe,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,LOW,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",MEDIUM,,,,,
