name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Höhe Stufe 2,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl USB-Anschlüsse,Anschlüsse,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl voreingestellter Trainingsprogramme,Trainingsprogramme,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl individueller Trainingsprogramme,Trainingsprogramme,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
"Anzahl Audio-Eingänge 3,5 mm Klinke",Anschlüsse,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Länge zusammengeklappt,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Breite zusammengeklappt,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Höhe Trittfläche maximal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Höhenverstellbarkeit,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"2-fach, 3-fach, stufenlos, 1-fach, 4-fach",,,
Variante Trainingscomputer,Trainingscomputer,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Classic, Basic, Professional, Elegant, Comfort",,,
Länge,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Gewicht Schwungscheibe,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Widerstandsstufen,Technische Daten,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Hintergrundbeleuchtung,Trainingscomputer,STRING,False,PRODUCT_DETAILS,LOW,,"Full-LED, Edge-LED",,,
Anzahl Bedientasten,Trainingscomputer,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
