name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,mit Schwert,,,
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Kombi-Set, Packung, Komplett-Set, Spar-Set",,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Gewicht,Maßangaben,FLOAT,False,PRODUCT_DETAILS,HIGH,,,,,
Kettenteilung,Produktdetails,STRING,False,"TITLE, PRODUCT_DETAILS",HIGH,,"3/8"", 0,325"", 3/8 H, 0,327"", 1/4""",,,
Passend für,Produktdetails,STRING,False,"TITLE, PRODUCT_DETAILS",HIGH,,"Kettensägen mit 35 cm Schwertlänge, Kettensägen mit 30 cm Schwertlänge, Kettensägen mit 45 cm Schwertlänge, Kettensägen mit 40 cm Schwertlänge, Kettensägen mit 38 cm Schwertlänge",,,
Länge,Maßangaben,FLOAT,False,"TITLE, VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Treibgliedstärke,Maßangaben,FLOAT,False,PRODUCT_DETAILS,HIGH,,,,,
Anzahl Treibglieder,Produktdetails,INTEGER,False,PRODUCT_DETAILS,HIGH,,,,,
Artikelhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,HIGH,,Alle Angaben sind ca.-Angaben,,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"schwarz, silberfarben, lila, gelb, natur",,,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
