name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Länge geschlossen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"15_1_travelite_Mobile_Schwarz, 15_1_Samsonite_X'Blade_Black, MS#001909 Zeller Present, 15_1_Titan_Barbara_Grey, 15_1_Samsonite_Spark SNG Black",,,
Set-Info,Artikelbezeichnung,STRING,False,TITLE,LOW,,,,,
Materialzusammensetzung,Material,STRING,False,PRODUCT_DETAILS,LOW,,Obermaterial: 100% Polyester,,,
Herstelleradresse (EWR) am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über eine Kennzeichnung mit der Herstelleradresse (EWR), Produkt verfügt nicht über eine Kennzeichnung mit der Herstelleradresse (EWR)",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Inhalt, Packung, Spar-Set",,,
Serie,Serie,STRING,False,,LOW,,"Mobile, X'Blade, Barbara, Spark SNG, Deep Black",,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Anzugsack echt Leder schwarz, 135x60x12 cm, Transparent 100x60 cm, Vlies, weiß/grau, Vlies, beige",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Integrierter Haken zum Aufhängen, Trolley-Aufsteck-Funktion, 2 Vortaschen, Stabiler Tragegriff, Clipverschlüsse seitlich",,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Polyester, Kunststoff, Vlies, Polyethylen-Vinylacetat (PEVA), Nylon",,,
Farbe,Produktdetails,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"schwarz, transparent, weiß, grau, natur",,,
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Sprachen Materialzusammensetzung textiler Bestandteile,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Italienisch (IT), Litauisch (LT), Türkisch (TR)",,,
Sprachen Pflegezusatzinformation Produkt,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Schwedisch (SV), Italienisch (IT), Litauisch (LT)",,,
Volumen,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Tiefe geschlossen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Tiefe offen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Breite offen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Art Verschluss,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Reißverschluss, Druckknöpfe, Druckknopf, Riemen",,,
Höhe offen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Breite geschlossen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Gewicht,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Höhe geschlossen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Produktkennzeichnungen,Product Compliance,STRING,True,,LOW,,"Artikelnummer, Seriennummer, Kennnummer der Partie, Rahmennummer, Typennummer",,,
Länge offen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
