name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Art Heizsystem,Technische Daten,STRING,False,PRODUCT_DETAILS,LOW,,"Dampfgenerator, Thermoblock, Durchlauferhitzer",,,
CE-Kennzeichnung am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über eine CE-Kennzeichnung, Produkt verfügt nicht über eine CE-Kennzeichnung",,,
Anzahl voreingestellter Programme,Programme & Funktionen,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Breite Abstellfläche,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Tiefe Bügeleisen,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Höhe Bügeleisen,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Breite Bügeleisen,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Vertikaler Dampfstoß,Programme & Funktionen,STRING,False,PRODUCT_DETAILS,LOW,,"200, 100",,,
Dampfmenge minimal,Programme & Funktionen,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Dauerdampfmenge,Programme & Funktionen,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Mitgeliefertes Zubehör,Technische Daten,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Universal-Bügelbezug mit Faltmarkierungen, Kalkfiltereinsatz, 1 Kalkfilterkartusche, Schutzsohle für empfindliche Stoffe und Haken zum Aufhängen, Kabelhalter (Dampfkabel), Auffangschale, Bedienungsanleitung, 1 x Nylon-Ballon (Hemden, Blusen), Kabelhalter, Bügelbezug MYCOVER gelb, Antihaftsohle SOFTPRESSING, Kalkfilter AQUA S-LINE, 1 Ersatzgranulat AQUA REFILL, Auffangschale RINS-ME, Kabelhalter HOLDER S-LINE, 1 Wasserauffangschale",,,
Frequenz,Technische Daten,STRING,False,PRODUCT_DETAILS,LOW,,"50, 50/60, 60",,,
Bügeldauer pro Wassertankfüllung,Handhabung & Komfort,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Displaytechnologie,Handhabung & Komfort,STRING,False,PRODUCT_DETAILS,LOW,,"LED-Display, TFT-Farbdisplay, LCD-Display",,,
Aufbewahrung Dampfschlauch,Handhabung & Komfort,STRING,False,PRODUCT_DETAILS,LOW,,"Aufwicklung, Staufach",,,
Kabelanschluss,Handhabung & Komfort,STRING,False,PRODUCT_DETAILS,MEDIUM,,"360°-Kabelanschluß, 180°-Kabelanschluß, Kugelgelenkkabel",,,
Ausstattung Bügeleisen,Handhabung & Komfort,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Kabelhalterung, Aufbewahrungsfach für Zubehör, Licht, Restwärmeanzeige, Aufbewahrungsfach für Bügeleisen",,,
Farbe Bügeleisen,Farbe & Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"schwarz, weiß, rot, hellblau, zyklam",,,
Tiefe gesamt,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
