name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,"2x Baum und 2x Stern, Set 8 Stück gemischt (je Motiv 2 Stück), Set 6 Stück gemischt (je Motiv 2 Stück)",,,
Art Herstellung,Wissenswertes,STRING,False,PRODUCT_DETAILS,LOW,,"maschinell, handgefertigt",,,
Ergänzende Maßangaben,Maßangaben,STRING,False,PRODUCT_DETAILS,LOW,,"1x Zapfen klein Ø 15 cm, Höhe 22 cm, 1x Zapfen groß Ø 17 cm, Höhe 25 cm",,,
Transparenz,Optik/Stil,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"transparent, blickdicht, halbtransparent",,,
Herstellergarantie,Wissenswertes,STRING,False,PRODUCT_DETAILS,LOW,,"2 Jahre gemäß den Garantie-Bedingungen, 8  Jahre gemäß den Garantie-Bedingungen, 5 Jahre gemäß den Garantie-Bedingungen, 6 Jahre gemäß den Garantie-Bedingungen, 10 Jahre gemäß den Garantie-Bedingungen",,,
Serie,Serie,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Springtime Flowers, Weihnachtsmarkt, Springtime Rosé, Springtime Lemon, Springtime Taupe",,,
Materialzusammensetzung,Material,STRING,False,PRODUCT_DETAILS,LOW,,"Obermaterial: 100% Polyester, Obermaterial: 90% Wolle, 10% Baumwolle, Obermaterial: 90% Baumwolle, 10% Wolle, Obermaterial: 100% Baumwolle, Obermaterial: 100% Kunststoff",,,
Design,Optik/Stil,STRING,False,PRODUCT_DETAILS,LOW,,"Bestickt, Vorder- und Rückseite haben eine schöne Optik, Renáta, bestickt, bedruckt, gemustert",,,
Motiv,Optik/Stil,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Hase, Stern, Blumen, Hasen, Herz",,,
Oberflächenoptik,Optik/Stil,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"matt, glänzend, Klavierlackoptik, hochglänzend, seidenmatt",,,
Themen,Allgemein,STRING,True,PRODUCT_DETAILS,LOW,,"Wohnidee-Haus, Erste eigene Wohnung",,,
Wohnstil,Allgemein,STRING,True,PRODUCT_DETAILS,LOW,,"Shabby Chic, Klassik, Modern, Landhaus, vintage",,,
