name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Anzahl Teile,Produktdetails,INTEGER,False,VARIATION_THEME,LOW,,,,,
Herstellungsland,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"Made in Germany, Made in Norway, Made in Austria, Made in Europe, Made in Italy",,,
Set-Typ,Produktdetails,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Warnhinweise,Product Compliance,STRING,True,PRODUCT_DETAILS,LOW,,"Bei Medikamenteneinnahme sollten Sie zuvor Ihren Arzt befragen., WARNUNG Lassen Sie ihr Kind nie unbeaufsichtigt., Achtung. Benutzung unter unmittelbarer Aufsicht von Erwachsenen., Dieses Produkt ist für ein Kind geeignet,das nicht selbstständig sitzen,sich herum-drehen und sich nicht auf seine Hände oder Knie hochstemmen kann. Maximales Gewicht des Kindes: 9 kg., Nicht aufgeblasene Ballons sind von Kindern fernzuhalten. Geplatzte Ballons sind unverzüglich zu entfernen.",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,FY310.4DFCXAA,,,
"Anzahl Standardflaschen (0,75 Liter)",Ausstattung & Funktionen Kühlteil,INTEGER,False,,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,"iQ300, iQ500, 6, 4, 2",,,
CE-Kennzeichnung am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über eine CE-Kennzeichnung, Produkt verfügt nicht über eine CE-Kennzeichnung",,,
Anzahl Gefrierfächer mit Klappen,Ausstattung & Funktionen Gefrierteil,INTEGER,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,,,"1, 2, 3, 4, 5, 6, 7, 8, 9",
Farbe Innenbeleuchtung,Ausstattung & Funktionen Kühlteil,STRING,False,,LOW,,"weiß, blau, warm-weiß",,,
Zusatz Energieeffizienzklasse,Leistung & Verbrauch,STRING,False,PRODUCT_DETAILS,LOW,,"sogar 10% sparsamer als der Grenzwert zu A+++, sogar 40% sparsamer als der Grenzwert zu A+++, sogar 60% sparsamer als der Grenzwert zu A+++, sogar 20% sparsamer als der Grenzwert zu A+++, sogar 30% sparsamer als der Grenzwert zu A+++",,,
Design,Farbe & Material,STRING,False,"NAVIGATION, PRODUCT_DETAILS",LOW,,Retro-Design,,Retro-Design,
Anzahl Temperaturzonen,Ausstattung & Funktionen Kühlteil,INTEGER,False,,LOW,,,,,
Anzahl offene Gefrierfächer,Ausstattung & Funktionen Gefrierteil,INTEGER,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,,,"1, 2, 3, 4, 5, 6, 7, 8, 9",
Nutzinhalt Gefrierteil netto,Leistung & Verbrauch,INTEGER,False,PRODUCT_DETAILS,HIGH,,,,,
Rauminhalte der Tiefkühlfächer,Leistung & Verbrauch,INTEGER,False,,HIGH,,,,,
Nischenhöhe minimal,Informationen zum Einbau,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Hinweise,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Kalkuliert mit Energiekosten von 0,30 € für die kWh Strom. Die Basis ist der gewichtete Energieverbrauch pro Jahr lt. Energielabel., Dieses Gerät ist ausschließlich zur Lagerung von Wein bestimmt., Wird die Tür bei Smeg Geräten Richtung Wand geöffnet,ist ein zusätzlicher Abstand notwendig,da diese sonst nicht vollständig geöffnet werden kann. Bitte Skizze in der Bildgalerie beachten. Bei Fragen helfen unsere Kollegen aus der Fachberatung gerne weiter., Wird die Tür bei Smeg Geräten Richtung Wand geöffnet ist ein zusätzlicher Mindestabstand von 16,3 cm notwendig.",,,
Moist Balance Crisper™,Top-Feature,STRING,True,PRODUCT_DETAILS,LOW,,"In der geriffelten Abdeckung oberhalb des Fachs wird überflüssige Feuchtigkeit aus Obst und Gemüse aufgenommen und dann gezielt wieder an die Lebensmittel abgegeben. Das sorgt,je nach Lebensmittel,für eine Verlängerung der Lagerzeit um bis zu 4 Tage.",,,
Set bestehend aus,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"-, Gefrierschrank GS36NAXEP und Kühlschrank KS36VAXEP, KS8368IDP + GS7363IEP + Z36AL00, Gefrierschrank GSN36AIEP und Kühlschrank KSV36AIDP, Gefrierschrank GSN36VLFP und Kühlschrank KSV36VLEP",,,
Türmaße H/B Kühlteil,Informationen zum Einbau,STRING,False,PRODUCT_DETAILS,LOW,,"97 / 55,7, 101,6 / 55,8, 99,8 / 54,1, 101,2 / 54,1, 90,3 / 55,8",,,
Material Tür,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Edelstahl, Metall, Glas, Kunststoff, Sicherheitsglas",,,
Türmaße H/B Gefrierteil,Informationen zum Einbau,STRING,False,PRODUCT_DETAILS,LOW,,"kein Warnsignal, Fehlfunktion, 63 / 55,7, 55,7 / 54,1, 69,4 / 54,1",,,
Nischenbreite maximal,Informationen zum Einbau,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Testsiegel,Produktdetails,STRING,True,,LOW,,"ETM Testmagazin, StiWa, Haus & Garten",,,
Breite mit Verpackung,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Höhe mit Verpackung,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Festwasseranschluss nötig,Ausstattung,STRING,False,"VARIATION_THEME, FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",HIGH,,"nein, ja",,ja,
Nutzinhalt der weiteren Frische-Zone,Leistung & Verbrauch,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Zusatzfunktionen Gefrierteil,Ausstattung & Funktionen Gefrierteil,STRING,True,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",MEDIUM,,Schnellgefrierfunktion,,Schnellgefrierfunktion,
Zusatzausstattung,Ausstattung,STRING,True,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",HIGH,,"höhenverstellbare Füße, Flaschenregal, Wasserspender, Kindersicherung, Eisbereiter",,"Wasserspender, Barfach, Flaschenregal, appfähig, Eisbereiter",
Nutzinhalt der 0°C-Zone,Leistung & Verbrauch,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Modellbezeichnung,Leistung & Verbrauch,STRING,True,"TITLE, LEGAL, PRODUCT_DETAILS",HIGH,,"RCNE560E40ZXR, NRK6202EW4, KIF87PF30, KGK 8970, K7990DCR",,,
Spannung,Technische Daten,STRING,False,PRODUCT_DETAILS,MEDIUM,,"220-240, 230, 230-240",,,
Nischentiefe,Informationen zum Einbau,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Warnsignal,Ausstattung,STRING,True,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",HIGH,,"Tür offen, kein Warnsignal, Fehlfunktion",,,
Art Innenbeleuchtung,Ausstattung & Funktionen Kühlteil,STRING,False,PRODUCT_DETAILS,MEDIUM,,"LED-Innenbeleuchtung, Innenbeleuchtung, LCD-Innenbeleuchtung",,,
Frostfrei,Leistung & Verbrauch,STRING,False,"TOPINFO, FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",HIGH,,"ja, NoFrost im Gefrierteil, nein",,,
