name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Kombi-Set, Packung, Komplett-Set, Spar-Set",,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Sprachen Bedienungs-/Aufbauanleitung,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Französisch (FR), Englisch (EN), Deutsch (DE), Italienisch (IT), Norwegisch (NO)",,,
Ablageplateau,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"rechts, links",,,
Form,Produktdetails,STRING,False,"TITLE, VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"oval, rund, eckig, halbrund, geschwungen",,,
Serie,Serie,STRING,False,,HIGH,,"Renova Nr. 1 Plan, Acanto, O.novo, iCon, Subway 2.0",,,
Art Abgang,Produktdetails,STRING,False,"TITLE, PRODUCT_DETAILS",LOW,,"waagerecht, senkrecht",,,
Hinweis Maßangaben,Maßangaben,STRING,False,PRODUCT_DETAILS,MEDIUM,,Alle Angaben sind ca.-Maße.,,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Besondere Merkmale,Produktdetails,STRING,False,,MEDIUM,,"mit Überlauf, KeraTect, mit Überlauf, zur Wandmontage, mit Überlauf, aus Keramik, Keramik",,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Sanitärkeramik, Porzellan, Keramik",,,
Lochabstand Wandbefestigung,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Tiefe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Montagehinweise,Lieferung & Montage,STRING,True,PRODUCT_DETAILS,LOW,,"Wandmontage erforderlich, bitte beachten Sie die Beschaffenheit Ihrer Wand und nutzen entsprechendes Montagematerial (nicht im Lieferumfang enthalten)., Inklusive Aufbauanleitung, Montage mit Bohren, Montage erforderlich, Selbstmontage mit Aufbauanleitung",,,
Art Montage,Lieferung & Montage,STRING,True,"TITLE, PRODUCT_DETAILS",HIGH,,"wandhängend, bodenstehend",,,
Wasseranschluss,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"hinten mitte, unten, seitlich links, hinten links, hinten rechts",,,
Oberflächenbeschichtung,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"wasserabweisende Keramikbeschichtung, Anti-Kalk-Beschichtung, Nano-Versiegelung, KeraTect-Beschichtung, antibakterielle Beschichtung",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Beschichtung, Überlauf, Schallschutz",,,
Hinweis Lieferumfang,Hinweise,STRING,True,PRODUCT_DETAILS,MEDIUM,,Armatur nicht im Lieferumfang enthalten,,,
Gewicht,Maßangaben,FLOAT,True,PRODUCT_DETAILS,HIGH,,,,,
Eigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"geeignet für 1-Loch Armaturen, barrierefrei, pflegeleicht, wassersparend, verdeckter Wasseranschluss",,,
Lieferumfang,Lieferung & Montage,STRING,True,PRODUCT_DETAILS,LOW,,"Befestigungsmaterial, Anschluss-Set, Montagematerial, Montageanleitung, Ab- & Überlaufgarnitur",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"weiß, hellgrau, currygelb, elfenbeinfarben, rot",,,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
