name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Batterie-/Akku-Technologie,Stromversorgung,STRING,False,PRODUCT_DETAILS,LOW,,"LR44, 1,5-V-Knopfzelle (LR41), 1,5-V-Micro (LR03/AAA), 1,5-V-G3A, 4,5-V-Flachbatterie (3LR12)",,,
Set-Info,Artikelbezeichnung,STRING,False,,LOW,,"zum gleichzeitigen Tragen geeignet, in verschiedenen Breiten, mit verschiedenen Noppen",,,
Durchmesser Hodenring,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Gewicht,Maßangaben,INTEGER,False,PRODUCT_DETAILS,MEDIUM,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Ausgabegröße,Maßangaben,STRING,False,VARIATION_THEME,LOW,,,,,
Anzahl Vibrationsstufen,Produktdetails,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"by AMORELIE, mit herausnehmbarem Mini-Vibrator, aus Latex mit Hodenteiler, mit Klitoris-Reizarm, mit Analplug",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Klitoris-Stimulator, herausnehmbares Vibroei, Ein/Aus-Schalter, Hodenring, Noppen",,,
Anzahl Batterien,Stromversorgung,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Hinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Der Penisring sollte max. 30 Minuten getragen werden, da er einen leichten Blutstau verursacht, Ausschließlich mit Gleitgel auf Wasserbasis verwendbar, wiederaufladbar über USB, lässt sich mit wasserbasiertem Gleitgel und Latexkondomen kombinieren, Batterien bitte extra bestellen",,,
Eigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"biegsam, stufenlos einstellbar, verstellbar, leuchtet im Dunkeln",,,
Lieferumfang,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Batterien, USB-Kabel, Aufbewahrungsbeutel, Batterie, Toy-Reiniger",,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,MEDIUM,,"einfach zu reinigen, waschbar, nach jeder Benutzung mit einem speziellen Toy Cleaner oder mit Wasser und milder Seife reinigen",,,
Anwendungsbereich,Produktdetails,STRING,True,PRODUCT_DETAILS,HIGH,,"Penis, Klitoris, Hoden, Prostata, Damm",,,
Materialeigenschaften,Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"dehnbar, wasserdicht, spritzwassergeschützt, hautfreundlich, dermatologisch getestet",,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Silikon, ABS, TPE, ABS mit PU-Beschichtung, Thermoplastischer Gummi",,,
Farbe,Farbe,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"schwarz, weiß, blau, silberfarben, grau",,,
Art Stromversorgung,Stromversorgung,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Batteriebetrieb, Akku (fest eingebaut), externes Netzteil, internes Netzteil, Netzanschluss",,,
Funktionen,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,"Vibrationsfunktion, Elektrostimulation",,,
Durchmesser Penisring,Maßangaben,FLOAT,True,"TOPINFO, PRODUCT_DETAILS",MEDIUM,,,,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
