name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Serie,Serie,STRING,False,,LOW,,,,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,"6 l, für Haushalt, Werkstatt und Büro",,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Funktionsprinzip,Technische Daten,STRING,False,"TITLE, PRODUCT_DETAILS",MEDIUM,,"Dauerdruck, Aufladung, Gas, Chemische Druckerzeugung",,,
CLP-Sicherheitsdatenblatt,Product Compliance,STRING,False,,LOW,,"CLP-Sicherheitsdatenblatt wurde hochgeladen, CLP-Sicherheitsdatenblatt wurde nicht hochgeladen, CLP-Sicherheitsdatenblatt nicht erforderlich",,,
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Kombi-Set, Packung, Komplett-Set, Spar-Set",,,
Anzahl Teile,Produktdetails,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Einsatzbereich,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Haushalt, Grill, Hobbyraum, Werkstätten, Küche",,,
Signalwort,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"ACHTUNG, GEFAHR",,,
Temperaturbeständigkeit minimal,Technische Daten,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Hinweis Maßangaben,Hinweise,STRING,False,PRODUCT_DETAILS,HIGH,,Alle Angaben sind ca.-Maße.,,,
Löschleistung Brandklasse,Technische Daten,STRING,True,PRODUCT_DETAILS,MEDIUM,,"34A, 183B, 21B, 233B, 75F",,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Inhalt in Kilogramm,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Temperaturbeständigkeit maximal,Technische Daten,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Themen,Allgemein,STRING,True,,MEDIUM,,"Baustelle, renovieren, Modernes Wohnhaus, Erste eigene Wohnung, Weihnachten",,,
Gewicht,Maßangaben,FLOAT,False,PRODUCT_DETAILS,HIGH,,,,,
Eigenschaften,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Einhandlöscher, stabil, feuchtigkeitsbeständig, robust, korrosionsfrei",,,
Lieferumfang,Lieferung & Montage,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Wandhalterung, Kfz-Halterung, Montagematerial, Montageanleitung",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,"rot, Blau, braun, lila, orange",,,
Anzahl Löschmitteleinheiten,Technische Daten,STRING,False,PRODUCT_DETAILS,LOW,,"2, 10",,,
Löschmittel,Produktdetails,STRING,False,"TITLE, PRODUCT_DETAILS",HIGH,,"Schaum, ABC-Pulver, Fettbrandlöschmittel, Kohlendioxid, Wasser",,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Brandobjekte,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Flüssigkeiten, Feststoffe, Speisefette, Speiseöle, Gase",,,
Brandklasse,Technische Daten,STRING,True,PRODUCT_DETAILS,HIGH,,"A, B, C, F, D",,,
Sicherheitshinweise,Hinweise,STRING,True,PRODUCT_DETAILS,MEDIUM,,"P102: Darf nicht in die Hände von Kindern gelangen., P410 + P412: Vor Sonnenbestrahlung schützen und nicht Temperaturen über 50 °C/122 °F aussetzen., P305: BEI KONTAKT MIT DEN AUGEN: siehe Sicherheitsdatenblatt., P262: Nicht in die Augen, auf die Haut oder auf die Kleidung gelangen lassen., P210: Von Hitze, heißen Oberflächen, Funken, offenen Flammen sowie anderen Zündquellenarten fernhalten. Nicht rauchen.",,,
Norm,Technische Daten,STRING,False,PRODUCT_DETAILS,MEDIUM,,DIN EN 3,,,
Art Montage,Lieferung & Montage,STRING,True,PRODUCT_DETAILS,LOW,,"Wandmontage, ohne Bohren, senkrecht, waagerecht, Kfz-Montage",,,
Material Behälter,Farbe & Material,STRING,True,PRODUCT_DETAILS,LOW,,"Stahl, Alumimium",,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Manometer, Druckhebelarmatur, Löschpistole, Schlagknopfbetätigung, Aufhängelaschen",,,
Hinweis,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Die Einsatzbereitschaft des Feuerlöschers muss durch Sachkundige gemäß DIN 14406-4 in regelmäßigen Zeitabständen, die nicht mehr als zwei Jahre betragen sollen, sichergestellt werden.",,,
Sprachen CLP-Sicherheitsdatenblatt,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Schwedisch (SV), Italienisch (IT), Litauisch (LT)",,,
CLP-Gefahrenpiktogramm,Product Compliance,STRING,True,,LOW,,"GHS04: Gasflasche, GHS02: Flamme, GHS07: Ausrufezeichen, GHS08: Gesundheitsgefahr, GHS06: Totenkopf mit gekreuzten Knochen",,,
Gefahrenhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"H280: Enthält Gas unter Druck, EUH019: Kann explosionsfähige Peroxide bilden., kann Kälteverbrennungen oder -verletzungen verursachen., H360Df: Kann das Kind im Mutterleib schädigen. Kann vermutlich die Fruchtbarkeit beeinträchtigen., H229: Behälter steht unter Druck: kann bei Erwärmung bersten.",,,
