name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Material,Material,STRING,False,"TITLE, VARIATION_THEME, TOPINFO, FILTER, PRODUCT_DETAILS",HIGH,,"Porzellan, Glas, Keramik, Kunststoff, Edelstahl",,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Durchmesser,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"spülmaschinengeeignet, 3-stufig, 33x15 cm, Ø 33 cm, Ø 32 cm",,,
Set-Info,Artikelbezeichnung,STRING,False,TITLE,LOW,,"1 Platte, 2 Schalen, Servierteller in Blattoptik, 1 Platte, 2 Schüsseln, 2 Schüsseln, 1 Platte, 1 Platte groß, 1 Platte klein",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Inhalt, Packung, Spar-Set",,,
Anlässe,Allgemein,STRING,True,,LOW,,"Weihnachten, Festtag, Geburtstag, Valentinstag, Hochzeit",,,
Breite Platten,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Durchmesser Platten,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Durchmesser Schalen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Fassungsvermögen Sauciere,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Gewicht,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Höhe Platten,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Höhe Schalen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Länge Platten,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Pflegehinweise,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"spülmaschinengeeignet, spülmaschinenfest, Handwäsche, feucht abwischbar, Bitte beachten Sie die Pflegehinweise gemäß dem beiliegenden Produkt- und Materialpass.",,,
Platten,Set-Bestandteile,STRING,True,PRODUCT_DETAILS,LOW,,"1, 2, 1 Platte, 3, 4",,,
Schalen,Set-Bestandteile,STRING,True,PRODUCT_DETAILS,LOW,,"2, 1, 1 Schale groß, 1 Schale klein, 3x Keramikschalen",,,
Serie,Serie,STRING,False,,LOW,,"Trend, Mesh Weiß, Maria Weiß, RO, Mesh Colours Aqua",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"MS#007561 ZIEHER, MS#006396 PiP Studio, MS#013631 CreaTable, MS#001471 Flirt by R&B, MS#005681 CreaTable",,,
Tiefe Platten,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Zubehör,Set-Bestandteile,STRING,True,"NAVIGATION, PRODUCT_DETAILS",LOW,,"Frischhaltehaube, Kühlakku, Edelstahltablett, Glasglocke, 1x Tortenheber",,Glasglocke,
Länge Schalen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Sauciere,Set-Bestandteile,STRING,True,PRODUCT_DETAILS,LOW,,1,,,
Breite Schalen,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Farbe,Farbe,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,"weiß, transparent, schwarz, grau, grün",,,
Produktkennzeichnungen,Product Compliance,STRING,True,,LOW,,"Artikelnummer, Seriennummer, Kennnummer der Partie, Rahmennummer, Typennummer",,,
Tiefe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Anzahl Teile,Artikelbezeichnung,INTEGER,False,"TITLE, VARIATION_THEME",LOW,,,,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,MEDIUM,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,MEDIUM,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
