name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Info,Artikelbezeichnung,STRING,False,TITLE,LOW,,"2-tlg., 1 oder 2-tlg., 3-tlg., 4-tlg., 1-tlg.",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"MS#014495 ADA premium, MS#016395 Schlaraffia, MS#003611 Hilding Sweden, 15_1_Hauck_Sleeper, Breckle Kindermatratze",,,
UVP-Information,Wissenswertes,STRING,False,PRODUCT_DETAILS,LOW,,"Delavita, -, Bitte Originalmarke und Programmname eintragen, wenn das angebotene Produkt unter einer OTTO Eigenmarke produziert wird!, baugleich mit f.a.n. Climasan Flex S 14 und FLEX S 17 und FLEX S 20, baugleich mit f.a.n. Climasan Flex S",,,
Set-Typ,Artikelbezeichnung,STRING,False,"TITLE, NAVIGATION",LOW,,"Set, Spar-Set",,"Set, Spar-Set",
Auszeichnungen,Wissenswertes,STRING,True,"FILTER, NAVIGATION, SEARCH",LOW,,"Hohenstein Institute, Stiftung Warentest, Verbrauchertest-Auszeichnung, Intertek, TÜV Süd",,"TÜV Nord, Intertek, Verbrauchertest-Auszeichnung, TÜV/GS, TÜV Süd, Hohenstein Institute, Kundentest-Auszeichnung, ECARF",
Hinweis Rückgabe,Bestellhinweise,STRING,False,PRODUCT_DETAILS,LOW,,Bei Nichtgefallen beinhaltet die Rückgabe das Gesamtangebot inkl Gratisartikel.,,,
Körpergewicht von (Matratze 2),Details,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Matratzenkernhinweis,Bestellhinweise,STRING,False,PRODUCT_DETAILS,LOW,,Diese Matratze wird in der ausgewählten Größe mit zwei Matratzenkernen inkl. einem Bezug geliefert.,,,
Kernaufbau,Kernaufbau,STRING,True,PRODUCT_DETAILS,HIGH,,"Komfortschaum (Welle, 17 cm hoch, 28 kg/m³), Komfortschaum (Welle, 12 cm hoch, 28 kg/m³), Komfortschaum (Welle, 14 cm hoch, 28 kg/m³), Komfortschaum (glatt, 5 cm hoch, 28 kg/m³), Taschen-Federkern (12 cm hoch, 1000 Federn bei 100x200 cm), Komfortschaum (glatt, 5 cm hoch, 28 kg/m³), Komfortschaum (Welle, 17,5 cm hoch, 28 kg/m³)",,,
Körpergewicht bis (Matratze 2),Details,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Art Bezug,Bezug,STRING,True,PRODUCT_DETAILS,LOW,,"Doppeltuch, Doppeljersey, Tencel™-Doppeltuch, Jacquard-Jersey, Klimafaser",,,
Härtegrad (Matratze 2),Details,STRING,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",LOW,,"3, 2, 4, 1, 5",,,
