name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Anzahl Teile,Kurzbezeichnung,INTEGER,False,VARIATION_THEME,LOW,,,,,
Durchmesser,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Griff,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"Tragegriff, Trageschlaufe",,,
Lieferumfang,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Transporttasche, Bedienungsanleitung, Übungsposter, Antirutsch-Matte, Antirutsch-Aufkleber",,,
Materialzusammensetzung,Farbe & Material,STRING,False,PRODUCT_DETAILS,LOW,,,,,
Optik,Farbe & Material,STRING,True,PRODUCT_DETAILS,LOW,,"Motiv, gummiert, bedruckt, glänzend, Rautenmuster",,,
Serie,Serie,STRING,False,,LOW,,,,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"MS#009333 pedaloÂ® 52, MS#009335 pedaloÂ® 52, MS#009293 pedaloÂ® 52, MS#009336 pedaloÂ® 52, MS#009554 pedaloÂ® 52",,,
Set-Typ,Kurzbezeichnung,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Warnhinweise,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"Achtung! Nur für den Hausgebrauch., Achtung! Benutzung nur unter unmittelbarer Aufsicht von Erwachsenen., Achtung! Nicht geeignet für Kinder unter 36 Monaten., Achtung! Benutzung nicht gestattet für Kinder unter 14 Jahren., Achtung! Dieses Spielzeug bietet keinen Schutz.",,,
Länge,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Form,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,"rund, rechteckig, oval, quadratisch, zylindrisch",,,
Ausführung Balancetrainer,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Pro, Standard",,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Holz, Materialmix, Birkenholz, Kunststoff, Kork",,,
Oberfläche,Farbe & Material,STRING,False,PRODUCT_DETAILS,LOW,,"glatt, genoppt",,,
Materialeigenschaften,Farbe & Material,STRING,True,PRODUCT_DETAILS,LOW,,"pflegeleicht, hautfreundlich, antibakteriell, rutschfest, Anti-Rutsch-Beschichtung",,,
Einsatzbereich,Produktdetails,STRING,True,PRODUCT_DETAILS,HIGH,,"Training, Fitness, Stabilisationstraining, Muskelaufbau, Beweglichkeitstraining",,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Belastbarkeit maximal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Besondere Merkmale,Kurzbezeichnung,STRING,False,TITLE,LOW,,"Universelle Workout Bench, Stepp und Balance Board, Stretch Board Waden Training - Fuß Stretcher Wadenstrecker - Dehnen von Oberschenkel Zehen - Anti-Rutsch Dehn-Board für max. 150kg aus Holz, Akupressur Noppen, Memoryschaum, mit abnehmbaren Aufsätzen, Therapiekreisel mit Griff - Therapie Kreisel Stepper - Fitness Reha Balance Kraft Training - Sport Board Ø 40cm",,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"braun, bunt, blau, dunkelbraun, hellbraun",,,
Variante Balancetrainer,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"mit Unterlegmatte, ohne Unterlegmatte",,,
Set-Info,Kurzbezeichnung,STRING,True,,LOW,,"mit Luftpumpe, mit Trainingsplan, mit Yogamatte, mit Trainings-DVDs, mit Trainings-DVD",,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"abwischbar, Handwäsche, trocknergeeignet, Maschinenwäsche, bügelfrei",,,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,True,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
