name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Bewegungsmechanik,Ausstattung & Funktionen,STRING,False,PRODUCT_DETAILS,LOW,,"Synchronmechanik - gleichzeitige Rückenlehnen- & Sitzflächenneigung, Permanentmechanik - Neigung der Rückenlehne & Sitzfläche bleibt fest, Asynchronmechanik - entkoppelte Rückenlehnen- & Sitzflächenneigung",,,
Einstellung Bewegungsmechanik,Ausstattung & Funktionen,STRING,True,PRODUCT_DETAILS,LOW,,"auf Körpergewicht einstellbar, Härtegradeinstellung",,,
Empfehlung tägliche Nutzungsdauer maximal,Wissenswertes,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Materialzusammensetzung,Material,STRING,True,PRODUCT_DETAILS,LOW,,"Sitzfläche: 100% Polyester, Sitzfläche: 53% Viskose, 47% Polyester, Sitzfläche: 57% Polyester, 43% Viskose, Sitzfläche: 68% Polyvinylidenchlorid, 31% Baumwolle, 1% Polyurethan, Sitzfläche: 58% Viskose, 31% Baumwolle, 11% Leinen",,,
Serie,Serie,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Academy, lotta, Sitness, Sit up, SIT&CHAIRS",,,
Serie Technischer Name,Serie,STRING,False,,MEDIUM,,"Calligaris Academy, SIT SIT&CHAIRS, Willi Schillig lotta, Ekornes Mango, MCA Furniture Flores",,,
Warnhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Bei Medikamenteneinnahme sollten Sie zuvor Ihren Arzt befragen., WARNUNG Lassen Sie ihr Kind nie unbeaufsichtigt., Achtung. Benutzung unter unmittelbarer Aufsicht von Erwachsenen., Dieses Produkt ist für ein Kind geeignet,das nicht selbstständig sitzen,sich herum-drehen und sich nicht auf seine Hände oder Knie hochstemmen kann. Maximales Gewicht des Kindes: 9 kg., Nicht aufgeblasene Ballons sind von Kindern fernzuhalten. Geplatzte Ballons sind unverzüglich zu entfernen.",,,
Farbe Auflagen,Farbe,STRING,True,PRODUCT_DETAILS,LOW,,"grau, taupe, schwarz, anthrazit, braun",,,
Farbe Keder,Farbe,STRING,True,PRODUCT_DETAILS,LOW,,"schwarz, grau, weiß, rot, Braun",,,
Verstellbarkeit Kopfstütze,Ausstattung & Funktionen,STRING,True,PRODUCT_DETAILS,LOW,,"höhenverstellbar, neigungsverstellbar, Breite verstellbar, wippbar, kippbar",,,
Höhe zusammengeklappt,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Design,Optik/Stil,STRING,False,PRODUCT_DETAILS,LOW,,"modern, zeitlos, Zeitloses Design, Gaming, Modern",,,
Höhe Armlehnen maximal,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Verstellbarkeit Sitzhöhe,Ausstattung & Funktionen,STRING,True,PRODUCT_DETAILS,LOW,,"stufenlos verstellbar, mechanisch mittels Gasdruckfeder, mechanisch mittels Sicherheitsgasdruckfeder, manuell, 7-fach verstellbar",,,
Verstellbarkeit Rückenlehne,Ausstattung & Funktionen,STRING,True,PRODUCT_DETAILS,LOW,,"wippbar, 5-fach verstellbar, stufenlos verstellbar, neigungsverstellbar, 4-fach verstellbar",,,
Lederstärke,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Verstellbarkeit Sitztiefe,Ausstattung & Funktionen,STRING,True,PRODUCT_DETAILS,LOW,,"stufenlos verstellbar, mechanisch mittels Gasdruckfeder, manuell, 4-fach verstellbar, 6-fach verstellbar",,,
Sprachen CE-Konformitätserklärung,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Italienisch (IT), Norwegisch (NO), Litauisch (LT)",,,
Herkunftsland Holz,Material,STRING,False,PRODUCT_DETAILS,LOW,,"China, Indonesien, Ukraine, Tschechische Republik, Malaysia",,,
Stärke Auflagen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Verstellbarkeit Armlehnen,Ausstattung & Funktionen,STRING,True,PRODUCT_DETAILS,LOW,,"3D, höhenverstellbar, 4D, manuell, stufenlos verstellbar",,,
Material Auflagen,Bezug,STRING,True,PRODUCT_DETAILS,LOW,,"Polyester, Baumwolle, Polypropylen, Polyurethan, Polyacryl",,,
Verschluss Auflagen,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Reißverschluss, Klettverschluss",,,
Markeninformationen,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"Seit 2001 begeistert uns Home affaire mit Landhausmöbeln zum Verlieben. Ob modern, romantisch oder natürlich traditionell – der Fantasie für wunderschönes Einrichten sind kaum Grenzen gesetzt., andas Nordic Interior: Bringen Sie skandinavische Leichtigkeit in Ihr Zuhause. andas vereint reduziertes klares Design, freundliche Farben und eine hochwertige Verarbeitung. Ausgewählte Hölzer und hochwertige Materialien sorgen für Wärme und Natürlichkeit. Die harmonische Ausstrahlung der Möbel lässt Platz für die individuelle Gestaltung Ihres Lebensraumes. Die Möbel von andas lassen sich einfach mit anderen Stilen kombinieren, unterstreichen die Wirkung des Raumes und bereichern ihn um skandinavisches Lebensgefühl., INOSIGN ist eine sorgfältig entwickelte Kollektion von innovativen und außergewöhnlichen Einrichtungsgegenständen - jedes Stück mit einem gewissen Extra. Die Marke folgt weder Stilen noch Epochen, sondern nur einem Ziel: Frische und Einzigartigkeit zu transportieren - ob modern, retro oder zeitlos, INOSIGN richtet das Zuhause überraschend und individuell ein., MCA furniture, connubia by calligaris: Die moderne Möbelmarke aus Italien. Das Unternehmen calligaris wurde bereits 1923 in Manzano in Italien gegründet - zu den ersten Produkten zählte ein einfacher Holzstuhl mit einer aus Stroh geflochtenen Sitzfläche. Mittlerweile umfasst das Sortiment Möbel für nahezu alle Lebensbereiche, zu denen das Esszimmer ebenso wie das Wohnzimmer oder das Arbeitszimmer zählen.",,,
