name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"feucht abwischbar, abspülbar",,,
Set-Info,Artikelbezeichnung,STRING,False,,LOW,,Wasser wird durch integrierte Whirlpoolheizung erwärmt,,,
Versiegelung,Produktdetails,STRING,False,VARIATION_THEME,LOW,,"ohne Antikalk-Versiegelung, Antikalk-Versiegelung",,,
Leistung,Produktdetails,STRING,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"800, 1550, 750, 1500, 500",,,
Belastbarkeit maximal,Produktdetails,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Ausrichtung Wanne,Produktdetails,STRING,False,VARIATION_THEME,LOW,,"Wanne links, Wanne rechts, freistehend",,,
Funktionen,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,"Lichteffekte, Soundeffekte",,,
Gewicht,Maßangaben,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Modellbezeichnung,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,"Eckwanne, TOP Xtra",,,
Form,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"rechteckig, eckig, oval, halbrund, asymmetrisch",,,
Serie,Serie,STRING,False,,MEDIUM,,"Cubic, Maria, Malta, Costa, Set Körpferformbadewanne",,,
Ablaufposition,Produktdetails,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Mitte, Seitlich Mitte, Ecke, Seitlich Ecke, Vorne Mitte",,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Füllmenge,Maßangaben,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"verstellbare Füße, mit Ablaufstöpsel, Seifenablage, ergonomisch geformt, Sitzmulde",,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Sanitäracryl, Kunststoff, Acryl, Metall, glasfaserverstärkter Kunststoff",,,
Farbe,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"weiß, grau, türkis, schwarz, rosa",,,
Tiefe,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Empfohlenes Zubehör,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"2K-PU-Schaum, Armatur, Ab- & Überlaufgarnitur, Wannenschürze, Wannenträger",,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"15_1_babyjem_Badeset, 15_1_Fillikid_Faltbadewanne, 15_1_Disney Cars, 15_1_Keeper_Hippo, 15_1_Skip Moby blau",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Komplett-Set, Packung, Spar-Set",,,
