name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Applikationen,Optik/Stil,STRING,True,PRODUCT_DETAILS,LOW,,"Print, 3D Applikation, Logoprägung, Kontrastbesätze, Markenschriftzug",,,
Herstellungsland,Details,STRING,False,PRODUCT_DETAILS,LOW,,"Made in Germany, Made in Italy, Made in Europe, Made in Norway, Made in Austria",,,
Set-Info,Artikelbezeichnung,STRING,False,,LOW,,,,,
Materialzusammensetzung,Material,STRING,False,PRODUCT_DETAILS,LOW,,,,,
Höhe innen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Warnhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Bei Medikamenteneinnahme sollten Sie zuvor Ihren Arzt befragen., WARNUNG Lassen Sie ihr Kind nie unbeaufsichtigt., Achtung. Benutzung unter unmittelbarer Aufsicht von Erwachsenen., Dieses Produkt ist für ein Kind geeignet,das nicht selbstständig sitzen,sich herum-drehen und sich nicht auf seine Hände oder Knie hochstemmen kann. Maximales Gewicht des Kindes: 9 kg., Nicht aufgeblasene Ballons sind von Kindern fernzuhalten. Geplatzte Ballons sind unverzüglich zu entfernen.",,,
Material Rollen,Material,STRING,True,PRODUCT_DETAILS,LOW,,"Kunststoff, Gummi, Urethan",,,
Breite innen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Größentext,Größensystem,STRING,False,,LOW,,S (US),,,
Eigenschaften Griffe,Details,STRING,True,PRODUCT_DETAILS,LOW,,"ergonomisch geformt, arretierbar, ausziehbar, voll versenkbar, verstellbar",,,
Serie Technischer Name,Serie,STRING,False,,MEDIUM,,"15_1_Hauptstadtkoffer_Mitte, 15_1_Hauptstadtkoffer_TXL, 15_1_Epic_Phantom, 15_1_Epic_Crate, 15_1_Hauptstadtkoffer_Spree",,,
Tiefe innen,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Laptopfachdetails,Details,STRING,True,PRODUCT_DETAILS,LOW,,"gepolstert, verschließbar, ungepolstert, nicht verschließbar, schockabsorbierend",,,
Serie,Serie,STRING,False,,MEDIUM,,"Mitte, Xenon, TXL, City, Barbara",,,
Tabletfach passend für,Details,STRING,False,PRODUCT_DETAILS,LOW,,"25,7 cm (10,1 Zoll), 30,5 cm (12 Zoll), 27,9 cm (11 Zoll), 17,8 cm (7 Zoll), 32,8 cm (12,9 Zoll)",,,
Volumenerweiterung bis maximal,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Stil,Optik/Stil,STRING,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"elegant, modisch, sportlich, Basic, casual",,sportlich,
Tiefe maximal,Maßangaben,FLOAT,True,PRODUCT_DETAILS,LOW,,,,,
Materialeigenschaften,Material,STRING,True,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",LOW,,"wasserabweisend, pflegeleicht, schmutzabweisend, leicht, strapazierfähig",,"schnell trocknend, wärmend, elastisch, wasserabweisend, wärmeisolierend, kühlend, wasserdicht, antibakteriell, windabweisend, winddicht, atmungsaktiv",
Optik,Optik/Stil,STRING,True,PRODUCT_DETAILS,LOW,,"unifarben, glänzend, matt, Strukturmuster, gestreift",,"meliert, kariert, Paisley, Batikmuster, Nadelstreifen, tarnfarben, ethno, animal-print",
Laptopfach passend für,Details,STRING,True,PRODUCT_DETAILS,LOW,,"43,2 cm (17 Zoll), 38,1 cm (15 Zoll), 39,1 cm (15,4 Zoll), 39,6 cm (15,6 Zoll), 35,6 cm (14 Zoll)",,,
Tragegriff,Details,STRING,True,PRODUCT_DETAILS,HIGH,,"Tragegriff oben, Tragegriff seitlich, Teleskopgriff mit Doppelgestänge, Bodengriff, Trolleygestänge mit Griff",,,
Batterie-/Akku-Technologie,Stromversorgung,STRING,False,PRODUCT_DETAILS,LOW,,"1,5-V-Micro (LR03/AAA), 4,5-V-Flachbatterie (3LR12), 6-V-Flatpack (J), Nickel-Metallhydrid (NiMH), 1,5-V-LR41",,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, TOPINFO, PRODUCT_DETAILS",HIGH,,,,,
