name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Batterie-/Akku-Technologie,Stromversorgung,STRING,False,PRODUCT_DETAILS,LOW,,"1,5-V-Mignon (LR6/AA), 4,5-V-Flachbatterie (3LR12), 6-V-Flatpack (J), Nickel-Metallhydrid (NiMH), 1,5-V-LR41",,,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Gewicht,Maßangaben,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Tragkraft maximal,Produktdetails,STRING,False,PRODUCT_DETAILS,LOW,,50,,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Set-Info,Artikelbezeichnung,STRING,False,TITLE,LOW,,,,,
Modellreihe,Produktdetails,STRING,False,,LOW,,"VTech Baby, VTech kidisecrets, Mega Bloks, Barbie Estate, Lego Elves",,,
Anzahl Batterien,Stromversorgung,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Anzahl Bälle,Produktdetails,INTEGER,False,,MEDIUM,,,,,
Durchmesser Bälle,Maßangaben,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Abnehmbarer Bezug mit Reißverschluss, Wandstärke ca. 5 cm, Ränder und Boden aus Schaumstoff, Rutschfester Belag auf der Unterseite, Innendurchmesser 72 cm",,,
Lieferumfang,Produktdetails,STRING,True,PRODUCT_DETAILS,MEDIUM,,"300 bunte Spielbälle aus Kunststoff, Ø ca. 6 cm, 50 Bälle, 100 bunte Spielbälle aus Kunststoff, 50 Spiel",,,
Tiefe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Serie,Serie,STRING,False,,MEDIUM,,"Soft, Cosy, Geo, Grey",,,
Serie Technischer Name,Serie,STRING,False,,MEDIUM,,"15_1_Knorrtoys_Geo Cube, 15_1_Knorrtoys_Grey White Dots, 15_1_Knorrtoys_Grey White Stars, 15_1_knorrtoys_Soft grey, 15_1_Knorrtoys_Geo Grey",,,
Durchmesser,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Warnhinweise,Hinweise,STRING,True,"LEGAL, PRODUCT_DETAILS",LOW,,"Es liegen keine Warnhinweise vor, Achtung! Enthält Lithium-Akku. Unbedingt Bedienungsanleitung beachten., Achtung! Nicht geeignet für Kinder unter 3 Jahren. Erstickungsgefahr aufgrund verschluckbarer Kleinteile. Aufbau durch einen Erwachsenen. Nicht in Ohrnähe anwenden. Missbrauch kann zu Gehörschäden führen., Achtung! Nicht in Ohrnähe anwenden. Missbrauch kann zu Gehörschäden führen., Achtung! Bitte lassen Sie Ihr Kind niemals unbeaufsichtigt mit dem Spielbogen zurück. Bitte stellen Sie den Artikel dem Kind nur in vollständig aufgebautem Zustand zur Verfügung",,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Schaumstoff, Baumwollstoff, Kunststoff, Polyester, Wasserabweisender Zeltstoff",,,
Farbe,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"grau, rosa, bunt, blau, türkis",,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,HIGH,,"mit 300 Bällen grey/creme; Made in Europe, mit 300 Bällen creme/grey/rose; Made in Europe, mit 300 Bällen rose/creme/lightblue; Made in Germany, mit 300 Bällen creme/grey/lightblue; Made in Europe, mit 300 Bällen soft pink; Made in Europe",,,
Pflegehinweise,Hinweise,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Handwäsche, trocknergeeignet, trocken abwischbar, feucht abwischbar",,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Allgemein,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
Altersempfehlung,Hinweise,STRING,False,"LEGAL, PRODUCT_DETAILS",HIGH,,,"ab 15 Jahren, ab 11 Jahren, ab 6 Monaten, ab 12 Monaten, ab 13 Jahren, ab 10 Jahren, ab 12 Jahren, ab 14 Jahren, ab 16 Jahren, für Erwachsene, ab 17 Jahren, ab 18 Jahren, ab 18 Monaten, ab 3 Monaten, ab 4 Jahren, ab 9 Monaten, ab 3 Jahren, Es liegt keine Altersempfehlung vor, ab 5 Jahren, ab 2 Jahren, ab 6 Jahren, ab 7 Jahren, ab 8 Jahren, ab 9 Jahren, ab Geburt",,
