name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Besondere Merkmale,Allgemein,STRING,False,"TITLE, PRODUCT_DETAILS",LOW,,"Expert Series, AMD G-series GX-424CC quad-core 2.4 GHz, 4GB Speicher, 6 Einschübe, Realtek Quad-Core ARM Cortex-A53, 2GB Speicher, 3 Einschübe, Alpine AL-324 Quad-Core 1,7 GHz , 4GB Speicher, 3 Einschübe, Intel Celeron 2,41GHz, 2GB Speicher, 2 Einschübe",,,
Anzahl HDMI-Anschlüsse,Anschlüsse,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl USB-2.0-Anschlüsse,Anschlüsse,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl USB-3.0-Anschlüsse,Anschlüsse,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl USB-Anschlüsse,Anschlüsse,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Lademethode,Stromversorgung,STRING,False,PRODUCT_DETAILS,LOW,,"Ladegerät, USB, Ladestation, Induktion",,,
Leistung,Stromversorgung,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Serie Prozessor,Prozessor,STRING,False,PRODUCT_DETAILS,LOW,,"Celeron, A10, A12, Core m3, Core m5",,,
Serie Technischer Name,Serie,STRING,True,,LOW,,"WDBMUT0120JWT-EESN, WDBVBZ0200JCH-EESN, WDBMUT0040JWT-EESN, WDBVBZ0080JCH-EESN, WDBVBZ0160JCH-EESN",,,
Set-Typ,Artikelbezeichnung,STRING,False,,LOW,,"Set, Packung, Spar-Set",,,
Taktung Arbeitsspeicher,Prozessor,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Turbo-Taktfrequenz Prozessor maximal,Prozessor,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Zulässige Luftfeuchtigkeit im Betrieb,Technische Daten,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Artikelbezeichnung,STRING,True,,LOW,,,,,
Anzahl Luftkühler,Kühlung,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Betriebstemperatur minimal,Technische Daten,INTEGER,False,PRODUCT_DETAILS,MEDIUM,,,,,
Betriebstemperatur maximal,Technische Daten,INTEGER,False,PRODUCT_DETAILS,MEDIUM,,,,,
Typ LAN-Anschluss,Anschlüsse,STRING,False,PRODUCT_DETAILS,MEDIUM,,RJ-45-Ethernet,,,
Bauart Prozessor,Prozessor,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Quad-Core, Dual-Core, Hexa-Core, Okta-Core, Single-Core",,,
Übertragungsrate LAN,Netzwerk- und Verbindungsarten,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl USB-3.1-Anschlüsse,Anschlüsse,INTEGER,False,PRODUCT_DETAILS,MEDIUM,,,,,
Leistungsaufnahme im Betrieb,"Leistung, Energieverbrauch & Umwelt",FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Betriebsgeräusch,"Leistung, Energieverbrauch & Umwelt",FLOAT,False,"FILTER, NAVIGATION, SEARCH, PRODUCT_DETAILS",MEDIUM,,,,,
Leistungsaufnahme im Stand-by,"Leistung, Energieverbrauch & Umwelt",FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Betriebssystem,Betriebssystem / Software,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,"QNAP Turbo System, Windows Server 2012, ReadyNAS OS, Windows Server 2008 R2",,,
Nummer Prozessor,Prozessor,STRING,False,PRODUCT_DETAILS,MEDIUM,,"J3455, Alpine AL-324, RX-421ND, AL314, AL-214",,,
Typ Anschluss,Anschlüsse,STRING,True,PRODUCT_DETAILS,MEDIUM,,"USB, LAN, HDMI, analoger Audio-Ausgang, optischer Audio-Ausgang",,,
