name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Serie,Serie,STRING,False,,LOW,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Art Kühlmittel,"Leistung, Energieverbrauch & Umwelt",STRING,False,PRODUCT_DETAILS,LOW,,"Dieses Gerät enthält als Kältemittel ein fluoriertes Treibhausgas, R410A. Es zirkuliert in einer hermetisch abgedichteten Anlage und besitzt einen GWP (Global Warming Potential) von 2088., Diese Gerät enthält als Kältemittel das natürliche Kühlmittel R290, welches keinen Einfluss auf den Treibhauseffekt hat.",,,
Installationshinweis,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,E-Anschluss nur durch Elektrofachkraft,,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Typ Netzstecker,Stromversorgung,STRING,False,PRODUCT_DETAILS,LOW,,"kein Netzanschluss vorhanden, Schutzkontaktstecker (Typ F-CEE 7/4), Konturenstecker (Typ C-CEE 7/17), Euroflachstecker (Typ C-CEE 7/16), Schutzkontaktstecker (Typ EF-CEE 7/7)",,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,"für Pools bis max. 12.000 l, für Pools bis 45.000 l, 2.800 W Heizleistung, Leistung: 3000 W, für Pools bis 80.000 l",,,
Länge,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Material,Farbe & Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Kunststoff, Metall, Materialmix, Stahl, Silikon",,,
Leistung,Technische Daten,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Hinweis Maßangaben,Hinweise,STRING,False,PRODUCT_DETAILS,MEDIUM,,Alle Angaben sind ca.-Maße.,,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"weiß, grau, schwarz, dunkelgrau, dunkelblau",,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Gewicht in kg,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Geeignet für,Produktdetails,STRING,True,PRODUCT_DETAILS,HIGH,,"Pools bis 30.000 l, Pools bis 20.000 l, Pools bis 45.000 l, Pools bis 60.000 l, Pools mit Wasserinhalt bis: 60.000 Liter",,,
Materialeigenschaften,Material,STRING,True,PRODUCT_DETAILS,LOW,,"wetterfest, winterfest",,,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,LOW,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
Geschlecht,Produktdetails,STRING,False,NAVIGATION,LOW,,,"neutral, männlich, weiblich",,
