name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Verstellbarkeit Fußteil,Ausstattung & Funktionen,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,manuell verstellbar,,,
Verstellbarkeit Kopfteil,Ausstattung & Funktionen,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,manuell verstellbar,,,
Anordnung Leisten,Details,STRING,False,PRODUCT_DETAILS,LOW,,holmaufliegend,,,
Anzahl Leisten,Details,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl Liegezonen,Details,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl Tellermodule,Details,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Füllgewicht Außenkammer,Füllung,INTEGER,True,PRODUCT_DETAILS,LOW,,,,,
Füllgewicht Innenkammer,Füllung,INTEGER,True,PRODUCT_DETAILS,LOW,,,,,
Geeignet für,Ausstattung & Funktionen,STRING,True,PRODUCT_DETAILS,LOW,,"Klappmatratze, Boxspringmatratze, Komfortschaummatratze, Latexmatratze, Naturmatratze",,,
Hinweise,Wissenswertes,STRING,False,,LOW,,"Wir raten Ihnen, bei einem Matratzenwechsel auch ein neues Lattenrost zu verwenden. Bevor Sie Ihre Bestellung aufgeben, sollten Sie unbedingt die Innenmaße des Bettgestells ausmessen. Bitte beachten Sie, dass Sie für das Bettenmaß 160/200 cm = 2x 80/200 cm, für das Maß 180/200 cm = 2x 90/200 cm und für das Maß 200/200 cm = 2x 100/200 cm Lattenroste bestellen. Bei den Größen 80/190 cm und 90/190 cm handelt es sich um Sondergrößen, bitte überprüfen Sie noch einmal die Maße Ihres Bettes. Empfehlenswert ist ein Lattenrost aus mindestens 28 Leisten (bei 200 cm Länge).",,,
Material Kappen,Material,STRING,False,PRODUCT_DETAILS,LOW,,Kautschuk,,,
Material Leisten,Material,STRING,False,PRODUCT_DETAILS,LOW,,Birkenschichtholz,,,
Material Rahmen,Material,STRING,False,PRODUCT_DETAILS,LOW,,Birkenschichtholz,,,
Oberflächenbehandlung Leisten,Material,STRING,True,PRODUCT_DETAILS,LOW,,"naturbelassen, foliert",,,
Oberflächenbehandlung Rahmen,Material,STRING,True,PRODUCT_DETAILS,LOW,,"naturbelassen, foliert",,,
Regulierung Härtegrad,Details,STRING,False,PRODUCT_DETAILS,LOW,,6-fach,,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"MS#005241 Otto Keller, MS#016984 Centa-Star, MS#016985 Centa-Star, MS#001168 herbalind, MS#017258 Excellent",,,
Sicherheitshinweis,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,Für den Gebrauch von Kern- und Körnerkissen: Achten Sie auf die angegebenen Erwärmungshinweise. Längere Zeiten oder höhere Energieleistungen können zu Schäden führen (Entflammungsgefahr). Achten Sie bei der Anwendung des Produktes bei Babys oder Kleinkindern auf unversehrte Nähte. Benutzung nur unter Aufsicht von Erwachsenen. Prüfen Sie nach dem Erwärmen die Temperatur des Kissens an Ihrer Armbeuge/Handgelenk.,,,
Testsiegel,Wissenswertes,STRING,True,PRODUCT_DETAILS,LOW,,"Der Bezug wurde vom Hohenstein Institut mit dem Siegel »Hautfreundlich« und »Allergikerfreundlich« ausgezeichnet. (mit der Prüfnummern HL 17.8.9.0040), Wessling ""kontrollierte Qualität"" mit Reg.Nr. 1018-CAL-002, Von den Hohenstein Instituten geprüft: HL 16.8.9.0004 ""HAUTFREUNDLICH; ALLERGIKERFREUNDLICH"", Von dem Institute Wessling wurde der Bezugsstoff der Bettdecken und Kopfkissen mit dem Siegel »Milben-Barriere & Baumwolle« ausgezeichnet. (Reg.Nr. 1016-CAL-006 ""Kontrolliere Qualität"" ), Von den Hohenstein Instituten geprüft ""Medizinisch getestet, Atmungsaktivität, Maßhaltigkeit"" (Zertifikats Nr. HL 15.0.75964) Dieser Test bezieht sich auf das gesamte Produkt.",,,
