name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Serie Technischer Name,Serie,STRING,False,,LOW,,"Vintage aquablau, Vintage natur, Vintage grün",,,
Wasserzufuhr Dampfgarfunktion,Handhabung & Komfort,STRING,False,PRODUCT_DETAILS,LOW,,"integrierter Wasserbehälter, externe Wasserzufuhr",,,
Anzahl Programmspeicherplätze,Programme & Funktionen,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Herstellungsland,Wissenswertes,STRING,False,PRODUCT_DETAILS,LOW,,"Made in Europe, Made in Norway, Made in Austria, Made in Italy, Made in Denmark",,,
Durchmesser Kochplatte,Maße & Gewicht,STRING,True,PRODUCT_DETAILS,LOW,,"1x27, 1x18,5, 1x15,5, 1x14, 1x20",,,
Material Pfanneneinsatz,Farbe & Material,STRING,False,PRODUCT_DETAILS,LOW,,"Naturstein, Emaille",,,
Wasserbehälterkapazität,Handhabung & Komfort,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Spannung,Technische Daten,STRING,False,PRODUCT_DETAILS,MEDIUM,,"230, 220-240, 110",,,
Leistung Kochplatte groß,Technische Daten,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Leistung Kochplatte klein,Technische Daten,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Material Backblech,Farbe & Material,STRING,False,PRODUCT_DETAILS,LOW,,"Emaille, Edelstahl",,,
Automatische Abschaltung nach,Programme & Funktionen,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Top-Features,Top-Feature,STRING,True,PRODUCT_DETAILS,LOW,,"AutoPilot 7: jedes Gericht gelingt perfekt durch 7 voreingestellte Automatikprogramme, EasySelect-Konzept: ermöglicht eine einfache und intuitive Anwendung mit übersichtlicher Bediengestaltung, Favourite-Dish Funktion: Leistung / Programm und Garzeit kann gespeichert und abgerufen werden, Be-Silent Funktion: Signaltöne können auf Wunsch deaktiviert/aktiviert werden, Rapid Defrost-Funktion: mit dieser Funktion können Sie Tiefkühlkost schnell und gleichmäßig auftauen und sie so wieder in einen frischen Zustand versetzen.",,,
Anzahl Einschubebenen,Handhabung & Komfort,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl Leistungsstufen Kochplatte,Handhabung & Komfort,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"mit Drehspieß, Smart Inverter Technologie, echte Glasfront, Touch-Bedienung, 3-in-1 Gerät, digitaler Timer",,,
Weitere Vorteile,Allgemein,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Auftaufunktion, Einfach zu bedienen, 8 Automatikprogramme, 5 Mikrowellenleistungsstufen, 20 Liter Garraum",,,
Serie,Serie,STRING,False,,LOW,,"Vintage, N 50",,,
Leistung Mikrowelle und Grill-Kombination,Technische Daten,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Absicherung,Technische Daten,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Nischenbreite Mikrowelle maximal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Nischenbreite Mikrowelle minimal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Nischenhöhe Mikrowelle maximal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Nischenhöhe Mikrowelle minimal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl Auftauprogramme,Programme & Funktionen,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Anzahl Grillleistungsstufen,Programme & Funktionen,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
