name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Warnhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Bei Medikamenteneinnahme sollten Sie zuvor Ihren Arzt befragen., WARNUNG Lassen Sie ihr Kind nie unbeaufsichtigt., Achtung. Benutzung unter unmittelbarer Aufsicht von Erwachsenen., Dieses Produkt ist für ein Kind geeignet,das nicht selbstständig sitzen,sich herum-drehen und sich nicht auf seine Hände oder Knie hochstemmen kann. Maximales Gewicht des Kindes: 9 kg., Nicht aufgeblasene Ballons sind von Kindern fernzuhalten. Geplatzte Ballons sind unverzüglich zu entfernen.",,,
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Serie,Serie,STRING,False,,MEDIUM,,"Elegance, Comfort, Lounge, Relax, Drift",,,
Sitzhöhe ohne Auflage,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Aufbauhinweise,Hinweise,STRING,False,PRODUCT_DETAILS,HIGH,,"Selbstmontage mit Aufbauanleitung, fertig montiert, teilmontiert, inklusive Aufbauanleitung - eine zweite Person zum Aufbau wird empfohlen",,,
Hinweis Maßangaben,Maße & Gewicht,STRING,False,PRODUCT_DETAILS,HIGH,,Alle Angaben sind ca.-Maße.,,,
Breite Liege,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Breite,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Belastbarkeit maximal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Auflagenstärke,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Anzahl Sitzplätze,Produktdetails,INTEGER,False,"TITLE, PRODUCT_DETAILS",HIGH,,,,,
Durchmesser Gestellrohr,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Optik Auflagenbezug,Farbe & Material,STRING,False,PRODUCT_DETAILS,MEDIUM,,"uni, gemustert, gestreift, geblümt, kariert",,,
Art Polsterung,Farbe & Material,STRING,False,PRODUCT_DETAILS,LOW,,"Schaumstoff, Diolenabdeckung, Wellenunterfederung, Federkern, Komfortschaum",,,
Farbe,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"grau, beige, blau, braun, grün",,,
Material Gestell,Farbe & Material,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"Stahl, Holz, Aluminium",,,
Höhe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Tiefe Liege,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Tiefe,Maße & Gewicht,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,,,,
Breite Sitzfläche,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Farbe Auflage,Farbe & Material,STRING,True,PRODUCT_DETAILS,MEDIUM,,"grau, beige, blau, grün, braun",,,
Funktionen,Produktdetails,STRING,False,"TITLE, VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,"Bettfunktion, mehrfach verstellbare Rückenlehne",,,
Höhe Rückenlehne,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Sitztiefe ohne Auflage,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,MEDIUM,,"inkl. Auflagen und Zierkissen, inkl. Auflagen, inkl. Schutzhülle",,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Lieferumfang,Hinweise,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Auflagen, Auflagen mit Reißverschluss, Zierkissen, Kissenrolle, Schutzhülle",,,
Materialzusammensetzung,Farbe & Material,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Obermaterial: 100% Polyester, Sitzfläche: 100% Polyester, Obermaterial: 75% Baumwolle, 25% Polyester, Obermaterial: 100% Baumwolle, Obermaterial: 100% Polyacryl",,,
Material Dach,Farbe & Material,STRING,True,PRODUCT_DETAILS,LOW,,"Polyester, Polyacryl, Daune, Schafsleder, Baumwolle",,,
Pflegehinweise,Produktdetails,STRING,True,PRODUCT_DETAILS,HIGH,,"Bitte die Pflegehinweise gemäß unserem beiliegenden Produkt- und Materialpass beachten., Handwäsche, pflegeleicht, Maschinenwäsche, nicht trocknergeeignet",,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
Zielgruppe,Produktdetails,STRING,False,NAVIGATION,HIGH,,,"zielgruppenunabhängig, Babys, Jugendliche, Kinder, Erwachsene",,
