name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Set-Typ,Produktdetails,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Schnittbreite,Maße & Gewicht,FLOAT,False,"TITLE, PRODUCT_DETAILS",LOW,,,,,
Set-Info,Produktdetails,STRING,False,TITLE,LOW,,,,,
Warnhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,LOW,,"Bei Medikamenteneinnahme sollten Sie zuvor Ihren Arzt befragen., WARNUNG Lassen Sie ihr Kind nie unbeaufsichtigt., Achtung. Benutzung unter unmittelbarer Aufsicht von Erwachsenen., Dieses Produkt ist für ein Kind geeignet,das nicht selbstständig sitzen,sich herum-drehen und sich nicht auf seine Hände oder Knie hochstemmen kann. Maximales Gewicht des Kindes: 9 kg., Nicht aufgeblasene Ballons sind von Kindern fernzuhalten. Geplatzte Ballons sind unverzüglich zu entfernen.",,,
Serie,Serie,STRING,False,,LOW,,Power X-Change,,,
Empfohlene Rasenfläche,Produktdetails,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Herstellergarantie,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"3 Jahre gemäß den Garantie-Bedingungen, 7 Jahre gemäß den Garantie-Bedingungen, 5 Jahre gemäß den Garantie-Bedingungen, 6 Jahre gemäß den Garantie-Bedingungen, 8 Jahre gemäß den Garantie-Bedingungen",,,
Besondere Merkmale,Produktdetails,STRING,False,TITLE,LOW,,"für Motoreinachser »GBM 6,5 PS«, ohne Akku",,,
Leistung in kW,Technische Daten,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Hubraum,Technische Daten,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Ausstattung,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Kabelzugentlastung, Hackmesserstop durch Totmann-Schaltung, höhenverstellbarer Bremssporn, höhenverstellbare Transporträder, höhenverstellbare Führungsgriffe",,,
Leistung in PS,Technische Daten,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Modell Motor,Technische Daten,STRING,False,PRODUCT_DETAILS,LOW,,"TG175, MTD ThorX, Power-Engine S 417 V, Briggs & Stratton Series 450, AL-KO Pro 140 OHV",,,
Anzahl Rückwärtsgänge,Technische Daten,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Fassungsvermögen Tank,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Leistung maximal,Technische Daten,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Geräuschpegel,Technische Daten,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Anzahl Hackmesser,Produktdetails,INTEGER,False,PRODUCT_DETAILS,HIGH,,,,,
Arbeitstiefe maximal,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Arbeitsbreite maximal,Maße & Gewicht,FLOAT,False,"TITLE, PRODUCT_DETAILS",HIGH,,,,,
Art Motor,Technische Daten,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Benzinmotor, Elektromotor, Viertakt, Zweitakt, Zweizylinder",,,
Gewicht,Maße & Gewicht,FLOAT,False,PRODUCT_DETAILS,HIGH,,,,,
Anzahl Vorwärtsgänge,Technische Daten,INTEGER,False,PRODUCT_DETAILS,MEDIUM,,,,,
Art Stromversorgung,Stromversorgung,STRING,True,PRODUCT_DETAILS,LOW,,"Netzanschluss, Akku (wechselbar), Solarbetrieb, externes Netzteil, Batteriebetrieb",,,
Passend für,Produktdetails,STRING,True,PRODUCT_DETAILS,LOW,,"Motoreinachser »GBM 6,5 PS«",,,
Artikelhinweise,Hinweise,STRING,True,PRODUCT_DETAILS,HIGH,,Alle Angaben sind ca.-Angaben,,,
Farbe,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"rot, gelb, schwarz, blau, weiß",,,
Geschlecht,Allgemein,STRING,False,NAVIGATION,HIGH,,,"neutral, männlich, weiblich",,
Grundfarbe,Farbe & Material,STRING,False,FILTER,HIGH,,,"lila, gelb, natur, schwarz, grün, silberfarben, grau, blau, braun, orange, weiß, goldfarben, rot, bunt, rosa",,
