name,attributeGroup,type,multiValue,featureRelevance,relevance,description,exampleValues,allowedValues,recommendedValues,reference
Stil,Allgemein,STRING,False,NAVIGATION,LOW,,retro,,retro,
Set-Typ,Artikelbezeichnung,STRING,False,TITLE,LOW,,"Set, Packung, Spar-Set",,,
Serie,Serie,STRING,False,,LOW,,"Page, Genio, Olympia, Roma, Peperoni",,,
Set-Info,Artikelbezeichnung,STRING,True,TITLE,LOW,,,,,
Produktkennzeichnungen,Product Compliance,STRING,True,,LOW,,"Seriennummer, Artikelnummer, Kennnummer der Partie, Rahmennummer, Typennummer",,,
Herstelleradresse (EWR) am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über eine Kennzeichnung mit der Herstelleradresse (EWR), Produkt verfügt nicht über eine Kennzeichnung mit der Herstelleradresse (EWR)",,,
Serie Technischer Name,Serie,STRING,False,,LOW,,"Sweet Dreams Rosa, Sweet Dreams Mint",,,
Herstellergarantie,Produktdetails,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Zifferngröße,Display,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Besondere Merkmale,Artikelbezeichnung,STRING,False,TITLE,LOW,,"mit großer Rührschüssel, LCD Anzeige, Glaswaage mit Obst-Motiv, mit Wiegeschale aus Edelstahl, mit große Rührschüssel",,,
Lieferzustand Batterien / Akkus,Hinweise,STRING,False,PRODUCT_DETAILS,LOW,,"Batterie beigelegt, Batterien im Produkt eingebaut, Keine Batterien beigelegt, Akkus im Produkt eingebaut, Batterie im Produkt eingebaut",,,
Sprachen am Produkt,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Französisch (FR), Italienisch (IT), Norwegisch (NO), Litauisch (LT)",,,
Displaytechnologie,Display,STRING,False,PRODUCT_DETAILS,MEDIUM,,"LCD-Display, LED-Display, mechanisch, TFT-Display, Touch-Display",,,
Länge,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Breite,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Automatische Abschaltung nach,Produktdetails,INTEGER,False,PRODUCT_DETAILS,LOW,,,,,
Displaygröße,Display,FLOAT,False,PRODUCT_DETAILS,LOW,,,,,
Höhe,Maßangaben,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Materialeigenschaften,Material,STRING,True,PRODUCT_DETAILS,LOW,,"pflegeleicht, glatt, rostfrei, rutschfest, spritzwassergeschützt",,,
Anzeige,Produktdetails,STRING,False,"NAVIGATION, PRODUCT_DETAILS",HIGH,,"digital, analog",,"digital, analog",
Relevanz Batteriegesetz,Product Compliance,STRING,False,,LOW,,"Produkt fällt unter das Batteriegesetz, Produkt fällt nicht unter das Batteriegesetz",,,
CE-Kennzeichnung am Produkt,Product Compliance,STRING,False,,LOW,,"Produkt verfügt über eine CE-Kennzeichnung, Produkt verfügt nicht über eine CE-Kennzeichnung",,,
Sprachen CE-Konformitätserklärung,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Englisch (EN), Französisch (FR), Schwedisch (SV), Italienisch (IT)",,,
Funktionen,Produktdetails,STRING,False,"VARIATION_THEME, PRODUCT_DETAILS",HIGH,,"Zuwiegefunktion, Abschaltautomatik, Sensortasten, Überlastungsanzeige, Batteriestatusanzeige",,,
Sprachen Bedienungs-/Aufbauanleitung,Product Compliance,STRING,True,,LOW,,"Deutsch (DE), Englisch (EN), Italienisch (IT), Französisch (FR), Tschechisch (CS)",,,
Material,Material,STRING,False,"VARIATION_THEME, FILTER, PRODUCT_DETAILS",HIGH,,"Sicherheitsglas, Kunststoff, Glas, Edelstahl, ABS-Kunststoff",,,
Batterietechnologie,Stromversorgung,STRING,False,PRODUCT_DETAILS,MEDIUM,,"Knopfzelle (CR2032), 1,5-V-Micro (LR03/AAA), 1,5-V-Mignon (LR6/AA), 1,2-V-Micro (HR03/AAA), Lithium",,,
Belastung maximal,Produktdetails,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
Material Wiegefläche,Material,STRING,True,PRODUCT_DETAILS,LOW,,"Sicherheitsglas, Glas, Edelstahl, Kunststoff",,,
Fassungsvermögen,Produktdetails,FLOAT,False,"VARIATION_THEME, PRODUCT_DETAILS",LOW,,,,,
Anzahl Batterien,Stromversorgung,INTEGER,False,"VARIATION_THEME, PRODUCT_DETAILS",MEDIUM,,,,,
Art Stromversorgung,Stromversorgung,STRING,True,PRODUCT_DETAILS,MEDIUM,,"Batteriebetrieb, Solar-Betrieb, externes Netzteil, Akku (fest eingebaut), internes Netzteil",,,
Relevanz CE-Pflicht,Product Compliance,STRING,False,,LOW,,"Produkt fällt nicht unter die CE-Pflicht, Produkt fällt unter die CE-Pflicht",,,
Mess-Einheit,Produktdetails,FLOAT,False,PRODUCT_DETAILS,MEDIUM,,,,,
